ID,POS,#,Name,Nickname,Age,NAT,City,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
32691,RP,16,Jim Abrams,,22,USA,"Bethlehem, PA","5' 8""",155 lbs,Left,Right,Portland Tech,-,Great,CO Junior,4,NEU,84-86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,35,8,14,0,0,0,245,288,33,167,157,125,103,5.77,0.298,1.69,15.3,1.2,10.6,4.6,3.8,0.8,0,0,0,0,5.69,0,-1.5,-1.4,Slot,Hard,Very High,,
32825,SP,7,Al Ahearn,,18,USA,"Detroit, MI","6' 6""",185 lbs,Right,Right,Ypsilanti,Chesapeake State,Average,HS Senior,4,EX GB,86-88 Mph,Normal (3/4),GB'er,59,59,300,275,98,23,2,2,56,76,13,22,27,0.356,0.385,0.476,52.8,7.4,0.12,0.37,0.861,0.375,0,1.4,0,13,6,52,37,19,5,0,0,0,273.2,195,6,65,57,107,327,1.87,0.26,1.1,10,0.2,6.4,3.5,10.8,3.1,0,0,0,0,2.3,0,10,11.5,Slot,Extremely Hard,Very High,,
32816,SP,24,Lorin Alexander,,18,USA,"New York, NY","5' 11""",155 lbs,Left,Left,Calhoun,Maryland State,Average,HS Senior,3,NEU,85-87 Mph,Over the Top,Normal,51,51,263,243,89,23,0,3,54,72,9,18,26,0.366,0.39,0.498,48.5,7.7,0.132,0.379,0.888,0.381,0,1.5,0,14,7,59,49,24,10,0,0,0,348.1,312,9,128,117,158,306,3.02,0.28,1.35,12.4,0.2,8.1,4.1,7.9,1.9,0,0,0,0,3.22,0,8.4,9.2,Slot,Extremely Hard,Very High,,
33890,SS,12,Verlin Alexander,,21,USA,"Lexington, MO","5' 10""",155 lbs,Right,Right,American Atlantic,-,Great,CO Junior,1,EX FB,80-83 Mph,Normal (3/4),Normal,245,245,1230,1057,402,93,38,27,267,322,130,32,158,0.38,0.449,0.617,340.7,12.7,0.237,0.448,1.066,0.371,0,14.1,0,244,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Hard,Very High,,
32682,CF,17,Ray Alfrey,,18,USA,"Cairo, IL","5' 10""",160 lbs,Right,Right,Cairo,Bayou State College,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,66,66,337,275,112,32,8,3,73,85,52,18,43,0.407,0.5,0.615,96.7,14.2,0.207,0.474,1.115,0.422,0,4.6,0,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Easy,Very High,,
36708,CF,6,Gussie Almond,,21,USA,"Franklin, KY","6' 0""",180 lbs,Left,Left,Bluegrass State,-,Great,CO Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,41,41,206,186,59,10,4,3,33,44,14,2,17,0.317,0.369,0.462,36.5,7.1,0.145,0.359,0.832,0.308,0,0.8,0,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$950 ,Easy,High,,
32860,LF,6,Jesse Alvardo,The Hidalgo Kid,18,MEX,"Hidalgo, VER","5' 9""",170 lbs,Left,Right,Canarsie,Ferguson,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,96,96,491,430,222,45,10,40,172,200,30,14,95,0.516,0.562,0.947,241.8,26.9,0.43,0.618,1.509,0.475,0,12.9,0,104,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$7k,Extremely Hard,Very High,,
32676,SP,21,Bruce Anderson,,22,USA,"Brooklyn, NY","6' 0""",175 lbs,Right,Right,Bluegrass State,-,Great,CO Junior,3,NEU,87-89 Mph,Sidearm,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,20,21,0,0,0,384.2,395,40,190,179,154,289,4.19,0.3,1.43,12.9,0.9,9.2,3.6,6.8,1.9,0,0,0,0,4.27,0,4.4,5.2,Slot,Normal,Very High,,
32902,1B,12,Norm Anderson,,18,USA,"Philadelphia, PA","6' 3""",200 lbs,Left,Right,Emmaus,Central Ohio,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,94,94,473,414,180,47,5,7,110,155,40,16,59,0.435,0.497,0.623,134.7,14.6,0.188,0.479,1.12,0.441,0,6.7,0,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Very High,,
32690,RF,31,Rake Anderson,Billy,17,USA,"San Diego, CA","6' 2""",170 lbs,Left,Left,Escondido,CC Los Angeles,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,69,69,351,295,139,39,1,8,90,114,25,13,48,0.471,0.535,0.692,118.1,18.8,0.22,0.516,1.226,0.47,0,6.1,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Very High,,
