ID,POS,#,Name,Nickname,Age,NAT,City,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
30494,SP,22,Scotty Alexander,,15,USA,"Boston, MA","6' 2""",165 lbs,Left,Left,Newman,-,Average,HS Freshman,3,FB,86-88 Mph,Normal (3/4),Normal,24,24,121,110,47,12,1,1,26,39,4,4,14,0.427,0.441,0.582,29.1,11.1,0.155,0.427,1.022,0.426,0,1.2,0,4,2,13,13,9,1,0,0,0,102.1,71,2,17,15,22,164,1.32,0.29,0.91,8.4,0.2,6.2,1.9,14.4,7.5,0,0,0,0,0.98,0,6.5,5.7,Slot,-,Average,1944,
30457,1B,7,Bob Amadon,,15,USA,"Hattiesburg, MS","6' 2""",175 lbs,Right,Right,Gulfport,-,Average,HS Freshman,5,NEU,80-83 Mph,Normal (3/4),Normal,24,24,122,91,42,11,3,7,32,45,22,8,21,0.462,0.567,0.879,48.8,21.3,0.418,0.571,1.446,0.443,0,2.7,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1944,
30410,SP,3,Paul Anderson,,15,USA,"Memphis, TN","6' 1""",160 lbs,Left,Left,Milligan College,-,Average,HS Freshman,3,NEU,84-86 Mph,Normal (3/4),Normal,8,8,41,39,14,5,0,3,16,13,0,5,8,0.359,0.341,0.718,7.4,6.2,0.359,0.426,1.059,0.333,0,0.4,0,9,5,13,13,9,0,0,0,0,96.2,53,0,9,7,19,159,0.65,0.256,0.74,6.8,0,4.9,1.8,14.8,8.4,0,0,0,0,0.53,0,7,6.5,Slot,-,Average,1944,
30393,C,10,Van Anderson,,15,USA,"Philadelphia, PA","5' 10""",165 lbs,Right,Right,Kearny,-,Average,HS Freshman,1,NEU,85-87 Mph,Normal (3/4),Normal,24,24,122,99,42,11,0,2,27,31,19,8,13,0.424,0.516,0.596,34.3,14.9,0.172,0.482,1.112,0.44,0,1.8,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1944,
30404,SP,22,John Ashcroft,,15,CAN,"Quebec City, QC","6' 5""",180 lbs,Left,Left,Murphy,-,Average,HS Freshman,3,FB,86-88 Mph,Over the Top,Normal,26,26,134,124,47,7,0,0,24,38,6,10,7,0.379,0.412,0.435,23.3,7.8,0.056,0.371,0.848,0.412,0,0.6,0,3,1,13,13,6,3,0,0,0,96.1,81,2,28,25,37,113,2.34,0.287,1.22,11,0.2,7.6,3.5,10.6,3.1,0,0,0,0,2.28,0,3.7,3.5,Slot,-,Average,1944,
30407,SP,16,Johnny Atkinson,,14,USA,"Baltimore, MD","5' 9""",140 lbs,Left,Left,West Chester,-,Average,HS Freshman,3,NEU,83-85 Mph,Over the Top,Normal,21,21,107,101,36,10,0,0,18,25,2,9,10,0.356,0.358,0.455,16.9,6.3,0.099,0.348,0.814,0.379,0,0.3,0,9,4,16,16,9,2,0,0,0,114.2,107,2,35,34,41,107,2.67,0.281,1.29,11.8,0.2,8.4,3.2,8.4,2.6,0,0,0,0,2.69,0,3.7,4,Slot,-,Average,1944,
30422,3B,16,Andy Ballantyne,,15,USA,"Salt Lake City, UT","6' 0""",165 lbs,Right,Right,Bountiful,-,Average,HS Freshman,1,NEU,83-85 Mph,Normal (3/4),Normal,20,20,104,86,35,7,1,5,28,30,14,5,13,0.407,0.49,0.686,31.6,15.8,0.279,0.494,1.176,0.385,0,1.6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1944,
30390,2B,3,Frank Bean,,15,USA,"Cotulla, TX","5' 5""",130 lbs,Right,Right,San Antonio,-,Average,HS Freshman,1,NEU,84-86 Mph,Normal (3/4),Normal,26,26,132,114,54,10,0,4,36,53,16,6,14,0.474,0.542,0.667,43.5,18.9,0.193,0.519,1.209,0.481,0,2.3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1944,
30460,C,13,Marty Benjamin,,15,USA,"Pomeroy, OH","6' 1""",175 lbs,Right,Right,Meigs,-,Average,HS Freshman,1,NEU,85-87 Mph,Normal (3/4),Normal,23,23,118,98,41,6,2,5,31,38,15,8,13,0.418,0.504,0.673,35.3,15.6,0.255,0.49,1.178,0.424,0,1.8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1944,
30388,SP,18,William Benns,,15,USA,"Water Valley, MS","5' 10""",140 lbs,Left,Left,Water Valley,-,Average,HS Freshman,6,NEU,84-86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,9,1,0,0,0,102,79,2,27,23,39,117,2.03,0.261,1.16,10.4,0.2,7,3.4,10.3,3,0,0,0,0,2.31,0,3.9,4.1,Slot,-,Average,1944,
