ID,POS,#,Name,Nickname,Age,NAT,City,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
32825,SP,7,Al Ahearn,,15,USA,"Detroit, MI","6' 5""",180 lbs,Right,Right,Ypsilanti,-,Average,HS Freshman,3,NEU,83-85 Mph,Normal (3/4),Normal,27,27,135,125,44,10,0,0,26,35,6,9,10,0.352,0.386,0.432,21.4,6.8,0.08,0.356,0.818,0.379,0,0.5,0,1,1,16,16,8,3,0,0,0,107.1,80,3,27,23,38,110,1.93,0.248,1.1,10.1,0.3,6.7,3.2,9.2,2.9,0,0,0,0,2.63,0,3.5,4.5,Slot,-,Low,1938,
32816,SP,24,Lorin Alexander,,15,USA,"New York, NY","5' 10""",145 lbs,Left,Left,Calhoun,-,Average,HS Freshman,3,NEU,83-85 Mph,Over the Top,Normal,7,7,39,34,13,5,0,3,12,15,1,2,8,0.382,0.395,0.794,10.1,10.1,0.412,0.462,1.189,0.323,0,0.5,0,7,3,14,10,5,2,0,0,0,72.2,61,2,25,22,32,82,2.72,0.286,1.28,11.9,0.2,7.6,4,10.2,2.6,0,0,0,0,2.75,0,2.2,2.1,Slot,-,Average,1938,
32860,LF,6,Jesse Alvardo,THE HIDALGO KID,15,MEX,"Hidalgo, VER","5' 7""",165 lbs,Left,Right,Brooklyn Catholic,-,Good,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,26,26,132,113,61,15,5,11,47,54,13,2,31,0.54,0.606,1.053,76.4,34.4,0.513,0.672,1.659,0.5,0,4.1,0,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Low,1938,
32902,1B,12,Norm Anderson,,15,USA,"Philadelphia, PA","6' 1""",195 lbs,Left,Right,Emmaus,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,116,96,48,13,2,2,28,40,14,2,17,0.5,0.575,0.74,43,22.4,0.24,0.546,1.315,0.5,0,2.3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Low,1938,
32868,SS,9,Slim Anderson,,15,USA,"Williamsport, PA","5' 11""",145 lbs,Right,Right,Williamsport,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,26,26,133,119,45,7,2,1,24,41,10,5,10,0.378,0.424,0.496,26.8,8.7,0.118,0.4,0.92,0.383,0,1,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1938,
32832,RF,20,Ben Aston,,15,USA,"Newark, NJ","5' 11""",170 lbs,Left,Right,Lincoln High School,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,120,90,38,11,1,3,25,37,17,5,15,0.422,0.53,0.667,36.1,16.5,0.244,0.494,1.197,0.412,0,1.9,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1938,
32808,SP,30,Bill Bailey,,15,USA,"San Francisco, CA","6' 3""",170 lbs,Switch,Right,Drew,-,Average,HS Freshman,4,GB,83-85 Mph,Normal (3/4),GB'er,8,8,40,36,13,8,2,3,15,15,2,8,13,0.361,0.4,0.944,13.4,14.5,0.583,0.527,1.344,0.385,0,0.7,0,1,1,12,12,6,2,0,0,0,88.2,62,1,18,17,33,96,1.73,0.249,1.07,9.7,0.1,6.3,3.3,9.7,2.9,0,0,0,0,2.33,0,3.4,4.3,Slot,-,Average,1938,
32846,CF,7,John Baker Jr.,,15,USA,"Hillsboro, OR","6' 0""",155 lbs,Right,Right,Baker,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,26,26,132,101,40,13,5,3,23,39,20,9,21,0.396,0.512,0.713,41.8,14.8,0.317,0.498,1.224,0.407,0,2.1,0,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Low,1938,
32788,SP,4,Bill Ballantine,THE WINDY CITY WHIP,15,USA,"Chicago, IL","5' 10""",150 lbs,Right,Right,Fenger,-,Average,HS Freshman,4,NEU,86-88 Mph,Over the Top,Normal,9,9,47,39,15,6,0,0,10,13,4,3,6,0.385,0.444,0.538,9.6,8.6,0.154,0.408,0.983,0.405,0,0.4,0,5,3,13,13,8,0,0,0,0,89,58,1,11,10,16,123,1.01,0.269,0.83,7.5,0.1,5.9,1.6,12.4,7.7,0,0,0,0,1.12,0,5.2,5.4,Slot,-,Low,1938,
32801,SP,17,Tom Bingham,,15,USA,"Buffalo, NY","6' 1""",180 lbs,Right,Right,Peckham Technical,-,Average,HS Freshman,3,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,5,2,0,0,0,73.1,67,2,23,20,21,65,2.45,0.28,1.2,10.9,0.2,8.2,2.6,8,3.1,0,0,0,0,2.68,0,2.2,2.3,Slot,-,Low,1938,
32857,CF,4,Pinky Bischoff,,15,USA,"LaPlace, LA","5' 11""",155 lbs,Switch,Right,Kenner,-,Average,HS Freshman,3,NEU,80-83 Mph,Normal (3/4),Normal,24,24,120,95,41,7,2,4,26,41,18,7,13,0.432,0.538,0.674,37.8,17.9,0.242,0.513,1.211,0.435,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1938,
32896,2B,1,Seth Black,,15,CAN,"Brantford, ON","6' 1""",165 lbs,Right,Right,Ellinwood,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,123,99,44,13,3,1,27,32,17,3,17,0.444,0.517,0.667,40.2,16,0.222,0.488,1.183,0.439,0,1.8,0,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Low,1938,
32910,C,23,Sandy Boyd,,15,USA,"Los Angeles, CA","5' 10""",160 lbs,Right,Right,Manual Arts,-,Average,HS Freshman,2,NEU,83-85 Mph,Normal (3/4),Normal,26,26,130,109,45,15,0,1,24,32,20,4,16,0.413,0.508,0.578,34.9,14.1,0.165,0.475,1.086,0.423,0,1.8,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1938,
32878,3B,25,Ernie Bragg,,15,USA,"St. Louis, MO","6' 2""",210 lbs,Right,Right,Center,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,130,104,42,10,1,4,25,42,18,5,15,0.404,0.492,0.635,36.5,14.3,0.231,0.471,1.127,0.388,0,1.8,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Low,1938,
32913,C,20,Pat Brown Jr.,,15,USA,"Union City, NJ","6' 2""",215 lbs,Right,Right,Union City,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,101,78,33,13,1,3,25,29,17,7,17,0.423,0.525,0.731,32.6,17.6,0.308,0.512,1.256,0.429,0,1.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Low,1938,
32797,SP,22,Tom Buchanan,,15,USA,"Waterloo, IA","6' 0""",180 lbs,Left,Left,Waterloo,-,Average,HS Freshman,4,EX GB,83-85 Mph,Normal (3/4),GB'er,8,8,40,36,14,7,1,1,12,14,1,2,9,0.389,0.4,0.722,10.1,10.1,0.333,0.454,1.122,0.371,0,0.5,0,7,3,12,12,7,1,0,0,0,80.2,58,0,14,11,14,105,1.23,0.287,0.89,8.1,0,6.5,1.6,11.7,7.5,0,0,0,0,1.15,0,4.7,4.3,Slot,-,Average,1938,
32872,SS,49,Glenn Carney,,15,USA,"New York, NY","5' 10""",165 lbs,Right,Right,Irwin,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,108,93,43,11,2,3,25,42,10,5,16,0.462,0.509,0.72,38,17.7,0.258,0.515,1.23,0.455,0,1.9,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Low,1938,
32851,CF,17,Jim Carpenter,,15,USA,"Seattle, WA","6' 0""",160 lbs,Switch,Right,Seattle,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,27,27,135,110,47,14,1,3,33,41,20,4,18,0.427,0.515,0.655,40.2,14.7,0.227,0.489,1.17,0.423,0,2,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1938,
32908,C,76,Frank Carroll,,15,USA,"Waycross, GA","5' 10""",190 lbs,Right,Right,Waycross,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,26,26,132,105,44,15,0,4,26,44,22,6,19,0.419,0.527,0.676,41.1,17.1,0.257,0.502,1.203,0.421,0,2.1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1938,
33016,1B,17,Maurice Carter,BIG MOE,15,USA,"Meridian, MS","6' 0""",210 lbs,Left,Left,Meridian,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,105,87,40,9,2,9,31,37,16,5,20,0.46,0.543,0.92,45.6,25.1,0.46,0.591,1.462,0.419,0,2.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Low,1938,
32844,CF,26,Vance Carter,,15,USA,"McKeesport, PA","6' 0""",165 lbs,Right,Right,Freeport,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,107,89,35,10,1,0,23,31,15,4,11,0.393,0.491,0.528,26.9,12.5,0.135,0.447,1.019,0.412,0,1.2,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Low,1938,
32824,SP,8,Rex Chandler,,15,USA,"New Haven, CT","6' 2""",165 lbs,Right,Right,New Haven,-,Average,HS Freshman,3,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,8,2,0,0,0,104.1,80,4,25,23,32,107,1.98,0.25,1.07,9.9,0.3,6.9,2.8,9.2,3.3,0,0,0,0,2.65,0,3.4,4.6,Slot,-,Low,1938,
32884,3B,24,Otto Christian,THE WALLA WALLA WALLOPER,15,USA,"Walla Walla, WA","5' 11""",175 lbs,Right,Right,Walla Walla,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,22,22,112,89,42,10,2,12,35,46,16,7,24,0.472,0.554,1.034,54.4,28.8,0.562,0.622,1.587,0.411,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Low,1938,
32789,SP,15,Johnny Clark,,14,USA,"Timberlane, LA","6' 0""",165 lbs,Left,Left,Summerfield,-,Average,HS Freshman,3,EX GB,84-86 Mph,Normal (3/4),GB'er,26,26,131,119,49,13,2,0,29,39,6,8,15,0.412,0.434,0.555,30,10.3,0.143,0.419,0.989,0.43,0,1.2,0,10,4,13,8,5,0,0,0,0,61,42,1,11,9,11,79,1.33,0.27,0.87,8.1,0.1,6.2,1.6,11.7,7.2,0,0,0,0,1.46,0,3,3,Slot,-,Low,1938,
32828,SP,21,Bill Conner,,15,USA,"Warren, RI","5' 10""",190 lbs,Left,Right,Warren,-,Average,HS Freshman,5,NEU,83-85 Mph,Normal (3/4),Normal,11,11,56,48,22,8,2,1,13,19,6,3,11,0.458,0.527,0.771,20.7,20,0.313,0.535,1.298,0.477,0,1.1,0,4,1,16,16,8,4,0,0,0,115.1,107,4,37,33,29,101,2.58,0.285,1.18,10.8,0.3,8.3,2.3,7.9,3.5,0,0,0,0,2.73,0,3.6,3.8,Slot,-,Low,1938,
32852,CF,7,Jack Connors,,15,USA,"Seneca, IL","6' 0""",170 lbs,Right,Right,Seneca,-,Average,HS Freshman,1,NEU,80-83 Mph,Over the Top,Normal,25,25,125,105,44,9,2,3,25,43,16,7,14,0.419,0.5,0.629,37.4,13.8,0.21,0.481,1.129,0.427,0,1.8,0,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Low,1938,
32854,CF,12,Ripper Cooney,,15,USA,"San Francisco, CA","5' 10""",150 lbs,Right,Right,St. Elizabeth,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,25,25,125,100,41,14,4,2,27,39,19,4,20,0.41,0.528,0.69,42.5,16.9,0.28,0.517,1.218,0.415,0,2.2,0,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Low,1938,
32909,C,20,Joe Cope,,15,USA,"Bedford, VA","6' 1""",180 lbs,Right,Right,Marion,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,22,22,110,94,34,12,0,3,20,27,7,7,15,0.362,0.44,0.585,26.2,11.2,0.223,0.437,1.025,0.365,0,1.2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Low,1938,
32813,SP,31,Bobby Cummins,,15,USA,"Lima, OH","5' 8""",155 lbs,Left,Left,Lima Central Catholic,-,Average,HS Freshman,4,EX GB,80-83 Mph,Normal (3/4),GB'er,9,9,45,42,15,3,0,3,17,15,1,5,6,0.357,0.372,0.643,9.1,7.7,0.286,0.409,1.015,0.353,0,0.4,0,6,3,14,14,8,1,0,0,0,95.1,68,1,15,13,14,109,1.23,0.257,0.86,7.9,0.1,6.4,1.3,10.3,7.8,0,0,0,0,1.55,0,4.8,5.3,Slot,-,Low,1938,
32822,SP,14,Bob Davis,,15,USA,"Galveston, TX","6' 0""",165 lbs,Right,Right,Eagle Lake,-,Average,HS Freshman,4,EX GB,83-85 Mph,Over the Top,GB'er,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,3,1,2,0,0,53.1,42,0,13,10,13,61,1.69,0.288,1.03,9.3,0,7.1,2.2,10.3,4.7,0,0,0,0,1.64,0,2.4,2.1,Slot,-,Low,1938,
32914,C,7,Dan Davis,,14,USA,"New York, NY","6' 2""",185 lbs,Right,Right,Cleveland,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,25,25,128,108,43,7,2,1,29,40,10,8,10,0.398,0.48,0.528,29.6,11.2,0.13,0.443,1.008,0.42,0,1.4,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Low,1938,
32843,CF,8,Al Dealey,,15,USA,"Lake Zurich, IL","5' 9""",175 lbs,Right,Right,Lake Zurich,-,Average,HS Freshman,1,NEU,80-83 Mph,Over the Top,Normal,21,21,105,84,37,11,3,3,26,29,15,6,17,0.44,0.539,0.75,39.1,18.9,0.31,0.526,1.289,0.453,0,1.9,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Low,1938,
32809,SP,6,Harry Dillon,,15,USA,"Brooklyn, NY","5' 11""",170 lbs,Right,Right,Bushwick,-,Average,HS Freshman,4,NEU,80-83 Mph,Normal (3/4),Normal,23,23,119,109,37,5,0,0,19,30,4,13,5,0.339,0.362,0.385,16.4,5.7,0.046,0.325,0.747,0.378,0,0.1,0,3,1,12,12,8,1,0,0,0,94.1,77,3,26,23,32,114,2.19,0.282,1.16,10.5,0.3,7.3,3.1,10.9,3.6,0,0,0,0,2.25,0,3.7,3.7,Slot,-,Low,1938,
32888,2B,49,Mike Dimery,,15,USA,"High Point, NC","5' 10""",165 lbs,Right,Right,High Point,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,134,112,42,10,1,3,29,37,15,6,14,0.375,0.466,0.562,32.3,11.6,0.188,0.444,1.029,0.375,0,1.5,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Low,1938,
32864,SS,4,Joe Donovan,,15,USA,"New York, NY","5' 11""",155 lbs,Right,Right,Dalton,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,122,103,41,9,3,2,28,31,15,6,14,0.398,0.488,0.602,35.2,14.2,0.204,0.468,1.09,0.411,0,1.6,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1938,
32859,LF,12,Steve Donovan,,15,USA,"Detroit, MI","6' 2""",180 lbs,Left,Left,Cooley,-,Average,HS Freshman,1,NEU,80-83 Mph,Over the Top,Normal,26,26,131,104,47,10,0,2,32,40,19,3,12,0.452,0.543,0.606,39,16.7,0.154,0.492,1.148,0.446,0,2,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Low,1938,
32802,SP,1,Mack Eichner,,15,USA,"Norway, MI","5' 10""",175 lbs,Right,Right,St. James,-,Average,HS Freshman,5,NEU,83-85 Mph,Sidearm,Normal,24,24,123,100,42,9,5,0,27,34,19,3,14,0.42,0.516,0.61,38.5,15.5,0.19,0.482,1.126,0.429,0,1.8,0,33,7,14,14,8,2,0,0,0,111.1,91,3,28,24,29,105,1.94,0.259,1.08,9.8,0.2,7.4,2.3,8.5,3.6,0,0,0,0,2.47,0,4,4.7,Slot,-,Average,1938,
32842,CF,3,Bill Elicker,,15,USA,"Orefield, PA","5' 10""",150 lbs,Left,Left,Trumbauersville,-,Average,HS Freshman,1,NEU,80-83 Mph,Over the Top,Normal,22,22,111,92,37,13,0,1,20,34,16,7,14,0.402,0.495,0.576,29.3,13.6,0.174,0.467,1.072,0.424,0,1.5,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1938,
32812,SP,16,Jim Fetrow,,14,USA,"New York, NY","5' 10""",145 lbs,Left,Left,Barton,-,Average,HS Freshman,3,NEU,83-85 Mph,Normal (3/4),Normal,24,24,120,113,46,12,1,1,27,38,1,4,14,0.407,0.407,0.558,26.3,9.7,0.15,0.406,0.964,0.405,0,0.9,0,2,1,16,16,10,2,0,0,0,125,105,6,37,35,44,143,2.52,0.28,1.19,10.9,0.4,7.6,3.2,10.3,3.2,0,0,0,0,2.66,0,4.1,4.5,Slot,-,Low,1938,
