ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
37568,LF,35,Larry Ryder,,20,USA,"Dublin, OH","5' 8""",165 lbs,Right,Right,George Fox University,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,43,43,219,197,62,15,1,12,42,62,22,4,28,0.315,0.384,0.584,45,8.6,0.269,0.411,0.967,0.276,0,1.8,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average,1934,
37979,1B,23,Chuck Adams,BOW WOW,18,USA,"Memphis, TN","6' 1""",185 lbs,Left,Left,Memphis,Mississippi Tech,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,22,22,114,96,57,15,1,12,46,58,11,4,28,0.594,0.64,1.146,70.2,37.9,0.552,0.713,1.786,0.549,0,3.9,0,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$17k,Extremely Hard,Average,1934,
34121,CF,5,Joe Zielinski,,19,USA,"Buffalo, NY","6' 0""",170 lbs,Left,Left,Caesar Rodney,-,Good,CO Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,50,50,251,202,56,11,10,11,42,50,46,28,32,0.277,0.416,0.594,59,10.4,0.317,0.426,1.01,0.276,0,2.4,0,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,,
35238,LF,6,Luis Herrero,,19,USA,"New Rochelle, NY","6' 1""",190 lbs,Right,Right,College of Binghamton,-,Average,CO Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,56,56,283,244,76,12,1,11,52,57,33,11,24,0.311,0.402,0.504,53.2,8.3,0.193,0.394,0.906,0.293,0,1.9,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,,
35727,1B,14,Joe Crosson,,21,USA,"Cuthbert, GA","6' 4""",225 lbs,Right,Left,Miami State,-,Great,CO Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,49,49,245,206,57,8,0,11,39,45,31,25,19,0.277,0.38,0.476,40.9,7.2,0.199,0.371,0.856,0.269,0,1.2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Normal,Average,1934,
36477,LF,21,Hans Murphy,,19,USA,"Akron, OH","5' 8""",160 lbs,Right,Right,Evansville State,-,Fair,CO Freshman,1,EX FB,80-83 Mph,Sidearm,Normal,57,57,289,255,68,13,5,11,41,52,28,36,29,0.267,0.34,0.486,45.2,6,0.22,0.353,0.827,0.27,0,0.9,0,31,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,,
36764,1B,18,Red Johnson,,17,USA,"Portland, OR","6' 1""",185 lbs,Right,Right,Central Catholic,Stratton University,Average,HS Junior,1,EX FB,80-83 Mph,Normal (3/4),Normal,24,24,121,83,47,10,2,11,40,53,33,5,23,0.566,0.678,1.133,70.7,45.5,0.566,0.693,1.81,0.514,0,4,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$17k,Extremely Hard,Average,1934,
36902,LF,3,Henry Cox,,19,USA,"Watsonville, CA","6' 1""",195 lbs,Right,Right,Rodeo,Darnell State,Average,HS Senior,1,NEU,84-86 Mph,Over the Top,Normal,32,32,151,132,30,2,1,11,33,27,15,29,14,0.227,0.325,0.508,20.9,5.2,0.28,0.351,0.832,0.207,0.48,0.1,3.68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,-,,Average,1934,
34264,1B,9,Warren Excell,THE CALICO CAT,20,USA,"Calico Rock, AR","5' 9""",200 lbs,Right,Right,Lambert College,-,Great,CO Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,57,57,288,248,75,13,1,10,56,70,34,13,24,0.302,0.389,0.484,50.7,7.7,0.181,0.379,0.873,0.288,0,1.6,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,,
35511,CF,43,Charlie Bowlin,,20,USA,"Marshalltown, IA","5' 10""",160 lbs,Right,Right,Columbia Military Academy,-,Great,CO Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,53,53,265,226,63,11,10,10,51,48,33,16,31,0.279,0.369,0.549,51.8,7.9,0.27,0.385,0.917,0.261,0,1.6,0,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Hard,Average,1934,
