ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
36902,LF,3,HENRY COX,,19,USA,"Watsonville, CA","6' 1""",195 lbs,Right,Right,Rodeo,Darnell State,Average,HS Senior,1,NEU,84-86 Mph,Over the Top,Normal,32,32,151,132,30,2,1,11,33,27,15,29,14,0.227,0.325,0.508,20.9,5.2,0.28,0.351,0.832,0.207,0.48,0.1,3.68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,-,N/A,Average,1934,
36478,LF,2,BOB DONOGHUE,MR. CLOUT,22,USA,"Indianola, IA","6' 1""",205 lbs,Right,Right,Iowa A&M,-,Good,CO Junior,1,NEU,83-85 Mph,Normal (3/4),Normal,32,32,148,129,37,2,0,10,28,33,15,32,12,0.287,0.378,0.535,27.5,8,0.248,0.397,0.913,0.31,1.2,1,3.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$5k,N/A,Average,1934,
36877,3B,21,BUNNY HARRIS,,19,USA,"Bridgeport, CT","5' 8""",175 lbs,Right,Right,Hartsdale,Tallmadge State,Average,HS Senior,1,NEU,83-85 Mph,Normal (3/4),Normal,32,32,141,125,31,3,2,10,23,29,13,11,15,0.248,0.333,0.544,23.7,6.7,0.296,0.397,0.877,0.202,1.12,1.2,3.45,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,$270 ,N/A,Average,1934,
36175,SS,87,KEN LAW,,19,USA,"Owatonna, MN","5' 10""",175 lbs,Right,Right,Owatonna,Redwood University,Average,HS Senior,3,FB,83-85 Mph,Over the Top,Finesse Pitcher,29,29,129,108,33,6,0,8,27,26,20,15,14,0.306,0.411,0.583,26.4,9,0.278,0.42,0.994,0.291,0.54,0.9,3.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$160 ,N/A,Average,1934,
36783,1B,5,HARRY PICKERING,,22,USA,"Charlottesville, VA","6' 3""",200 lbs,Left,Left,George Fox University,-,Great,CO Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,32,32,145,118,34,14,1,7,21,28,21,9,22,0.288,0.421,0.602,31.7,9.8,0.314,0.444,1.022,0.265,0.93,0.9,4.06,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,N/A,$150 ,1934,
37786,CF,54,CARLOS MONTES,,19,CUB,"Cienfuegos, CIE","5' 10""",165 lbs,Right,Right,Citronelle,Carbondale,Average,HS Senior,2,EX FB,84-86 Mph,Over the Top,Normal,29,28,140,116,27,2,2,6,28,24,20,16,10,0.233,0.35,0.44,19.2,5.4,0.207,0.351,0.79,0.219,1.45,0.6,4.26,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,N/A,$12k,1934,
36407,CF,41,ALF PESTILLI,,23,ITA,"Palermo, SIC","5' 9""",155 lbs,Left,Left,Narragansett,-,Average,CO Junior,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,94,71,20,4,0,5,16,14,18,12,9,0.282,0.426,0.549,20,10,0.268,0.422,0.975,0.263,0.39,0.5,4.34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,N/A,$1k,1934,
36486,LF,17,ART CASCONE,,21,USA,"Brooklyn, NY","5' 6""",175 lbs,Left,Left,Bigsby College,-,Fair,CO Junior,1,FB,83-85 Mph,Over the Top,Normal,32,32,149,113,33,11,0,5,18,25,33,18,16,0.292,0.459,0.522,29.1,9.1,0.23,0.444,0.982,0.311,1.57,1.5,4.87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,$3k,N/A,Low,1934,
37650,CF,4,BEN MARTIN,,22,USA,"Los Angeles, CA","6' 1""",180 lbs,Right,Right,Grange College,-,Great,CO Junior,1,FB,80-83 Mph,Normal (3/4),Normal,22,15,75,68,17,7,0,5,19,12,5,11,12,0.25,0.307,0.574,11,5.4,0.324,0.364,0.88,0.226,0.65,0.4,4.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,$0 ,0,N/A,$90 ,1934,
36128,CF,11,FRED GALLOWAY,THE MOUSE,19,USA,"Evansville, IN","5' 5""",140 lbs,Right,Right,Evansville,Central Kentucky,Average,HS Senior,3,NEU,80-83 Mph,Over the Top,Normal,32,32,140,132,46,5,1,5,23,25,5,11,11,0.348,0.371,0.515,25.8,7.7,0.167,0.38,0.887,0.347,0.35,0.3,3.08,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,$16k,N/A,Average,1934,
