ID,POS,#,Name,Nickname,Age,NAT,City,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
31181,CF,33,Rupert Abbott,,17,USA,"Spokane, WA","5' 9""",150 lbs,Left,Left,Ellensburg,Opelika State,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,27,27,137,109,50,8,2,1,26,46,21,9,11,0.459,0.541,0.596,41.3,15.9,0.138,0.487,1.137,0.48,0,2,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,Career,
31808,SS,86,Jim Adams Jr.,,21,USA,"Philadelphia, PA","5' 10""",170 lbs,Right,Right,St. Ignatius,-,Great,CO Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,157,157,786,653,199,28,25,16,114,164,109,15,69,0.305,0.41,0.498,159.5,8.8,0.193,0.394,0.907,0.291,0,5.3,0,109,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$26k,Extremely Hard,Average,Career,
31833,RF,8,Alf Adkins,,18,USA,"Augusta, GA","6' 2""",180 lbs,Left,Left,Augusta,CC Los Angeles,Average,HS Senior,1,FB,80-83 Mph,Over the Top,Normal,72,72,367,322,145,31,15,10,88,122,30,14,56,0.45,0.5,0.733,127,17.1,0.283,0.511,1.233,0.447,0,6.2,0,56,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,Career,
31872,SP,32,Anders Adriansen,,21,USA,"Buffalo, NY","6' 1""",175 lbs,Switch,Right,Hempstead,-,Good,CO Junior,6,NEU,86-88 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,17,24,0,0,0,366.1,394,57,195,186,123,298,4.57,0.301,1.41,12.8,1.4,9.7,3,7.3,2.4,0,0,0,0,4.65,0,2.2,3.3,Slot,Normal,Average,Career,
31148,SP,11,Norm Affleck,,18,USA,"Mt. Juliet, TN","5' 9""",140 lbs,Right,Right,Nashville Bible,Central Ohio,Average,HS Senior,3,NEU,84-86 Mph,Normal (3/4),Normal,9,9,48,42,16,3,0,3,15,17,3,7,6,0.381,0.404,0.667,11.5,10,0.286,0.432,1.071,0.382,0,0.5,0,4,2,14,14,9,1,0,0,0,104.2,87,3,25,23,27,121,1.98,0.268,1.09,9.9,0.3,7.5,2.3,10.4,4.5,0,0,0,0,2.06,0,4.4,4.6,Slot,Extremely Hard,Average,Career,
31142,SP,20,Bob Aile,,17,USA,"Honolulu, HI","6' 1""",165 lbs,Left,Right,Wailuku,Western Florida,Average,HS Senior,3,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,7,3,0,0,0,106.1,90,2,28,24,27,122,2.03,0.282,1.1,10.2,0.2,7.6,2.3,10.3,4.5,0,0,0,0,2,0,4.7,4.3,Slot,Extremely Hard,Average,Career,
32045,C,10,Everett Alexander,,18,USA,"Amesbury, MA","5' 9""",150 lbs,Right,Right,Amesbury,Oklahoma City State,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,95,95,482,407,190,54,4,2,109,158,45,19,60,0.467,0.531,0.634,147.7,16.6,0.167,0.495,1.165,0.481,0,7.5,0,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,Career,
32093,2B,24,Abe Alison,,17,USA,"Elkhorn, WI","5' 11""",160 lbs,Right,Right,Elkhorn,Grange College,Average,HS Senior,1,NEU,80-83 Mph,Sidearm,Normal,89,89,459,381,169,35,6,3,101,135,63,25,44,0.444,0.518,0.591,129.8,13.9,0.147,0.478,1.108,0.46,0,6.5,0,79,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,Career,
31550,SS,10,Dick Allen,,21,USA,"Denver, CO","6' 0""",170 lbs,Right,Right,Fremont State,-,Good,CO Junior,1,NEU,80-83 Mph,Over the Top,Normal,87,87,440,377,103,15,2,3,63,80,57,37,20,0.273,0.371,0.347,57.2,5.1,0.074,0.329,0.718,0.296,0,0.5,0,73,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Normal,Average,Career,
31217,CF,7,Dan Allison,,18,USA,"Bath, PA","5' 10""",150 lbs,Right,Right,Bath,Eastern State,Average,HS Senior,1,NEU,80-83 Mph,Over the Top,Normal,26,26,130,105,44,9,1,1,23,36,18,6,11,0.419,0.496,0.552,34.6,13,0.133,0.447,1.048,0.426,0,1.5,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average,Career,
