ID,POS,#,Name,Nickname,Age,NAT,City,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
31808,SS,86,JIM ADAMS JR.,,20,USA,"Philadelphia, PA","5' 10""",165 lbs,Right,Right,St. Ignatius,-,Great,CO Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,39,39,196,162,51,7,6,4,25,40,27,2,17,0.315,0.421,0.506,42.8,9.6,0.191,0.402,0.927,0.297,0,1.5,0,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1942,
31833,RF,8,ALF ADKINS,,17,USA,"Augusta, GA","6' 2""",175 lbs,Left,Left,Augusta,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,23,23,118,107,48,8,3,4,32,38,9,5,15,0.449,0.5,0.692,40.4,17,0.243,0.509,1.192,0.449,0,2,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1942,
31872,SP,32,ANDERS ADRIANSEN,,20,USA,"Buffalo, NY","6' 1""",175 lbs,Switch,Right,Hempstead,-,Good,CO Sophomore,6,NEU,84-86 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,4,7,0,0,0,96.2,111,14,57,53,30,66,4.93,0.323,1.46,13.2,1.3,10.3,2.8,6.1,2.2,0,0,0,0,4.68,0,0.6,0.3,Slot,-,Average,1942,
32045,C,10,EVERETT ALEXANDER,,17,USA,"Amesbury, MA","5' 9""",150 lbs,Right,Right,Amesbury,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,25,25,125,110,50,13,0,0,29,40,9,6,13,0.455,0.512,0.573,34.1,14.2,0.118,0.471,1.085,0.481,0,1.7,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1942,
32093,2B,24,ABE ALISON,,16,USA,"Elkhorn, WI","5' 11""",155 lbs,Right,Right,Elkhorn,-,Average,HS Junior,1,FB,80-83 Mph,Sidearm,Normal,25,25,129,107,49,9,1,2,29,41,18,4,12,0.458,0.527,0.617,38,14.3,0.159,0.493,1.144,0.452,0,2,0,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1942,
31550,SS,10,DICK ALLEN,,20,USA,"Denver, CO","6' 0""",175 lbs,Right,Right,Fremont State,-,Good,CO Sophomore,1,NEU,80-83 Mph,Over the Top,Normal,46,46,233,199,53,7,1,1,29,43,30,18,9,0.266,0.364,0.327,28.3,4.7,0.06,0.318,0.69,0.287,0,0,0,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1942,
32139,CF,9,FRANK ANDERSON,,17,CAN,"Peterborough, ON","5' 10""",155 lbs,Right,Right,Mountain City,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,121,111,44,11,2,0,23,40,7,9,13,0.396,0.442,0.532,27.4,10.1,0.135,0.423,0.973,0.431,0,1.1,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1942,
31796,SS,18,PAUL ANDERSON,,16,USA,"Attleboro, MA","5' 9""",150 lbs,Right,Right,Weymouth,-,Average,HS Junior,3,NEU,83-85 Mph,Sidearm,Normal,24,24,121,103,46,14,1,1,26,42,13,4,16,0.447,0.508,0.631,35.2,15.6,0.184,0.485,1.139,0.45,0,1.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1942,
33331,SS,4,BILL ANDREWS,,20,USA,"Boston, MA","5' 10""",155 lbs,Left,Right,Bayside University,-,Good,CO Sophomore,1,FB,80-83 Mph,Sidearm,Normal,38,38,194,160,45,6,1,1,18,32,27,15,8,0.281,0.394,0.35,28.6,6,0.069,0.344,0.744,0.301,0,0.5,0,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1942,
31856,SP,16,GEORGE AVERY,,17,USA,"Hobart, IN","6' 1""",175 lbs,Right,Right,Hobart,-,Average,HS Junior,3,GB,80-83 Mph,Normal (3/4),GB'er,26,26,132,125,49,9,0,0,27,44,2,6,9,0.392,0.403,0.464,23.8,7.9,0.072,0.374,0.867,0.408,0,0.7,0,4,2,16,16,9,2,0,0,0,111,94,2,23,22,18,105,1.78,0.275,1.01,9.2,0.2,7.6,1.5,8.5,5.8,0,0,0,0,2.06,0,4.7,5.3,Slot,-,Average,1942,
