ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
37979,1B,23,CHUCK ADAMS,BOW WOW,18,USA,"Memphis, TN","6' 1""",185 lbs,Left,Left,Memphis,Mississippi Tech,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,49,49,250,215,125,36,2,24,96,124,20,7,62,0.581,0.62,1.102,149.4,38.1,0.521,0.693,1.722,0.534,0,8.2,0,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$17k,Extremely Hard,Average,,
34380,2B,10,HUB AHRENSON,,18,USA,"Babylon, NY","5' 10""",160 lbs,Right,Right,Richmond Hill,Piedmont University,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,24,24,120,110,44,9,2,0,26,35,3,10,11,0.4,0.427,0.518,27.2,9.8,0.118,0.403,0.946,0.436,0,0.9,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,,
35559,RF,5,DOC ALEXANDER,,17,USA,"Memphis, TN","5' 10""",170 lbs,Right,Right,Kennett,Daniel Boone College,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,48,48,242,215,90,22,0,2,53,83,26,10,24,0.419,0.479,0.549,60,12.5,0.13,0.452,1.028,0.431,0,2.9,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,,
38161,SP,2,JESS ALEXANDER,,18,USA,"Council Bluffs, IA","5' 11""",150 lbs,Right,Right,Council Bluffs,Minnesota Tech,Average,HS Senior,4,NEU,85-87 Mph,Normal (3/4),Normal,22,22,112,105,40,11,2,1,27,37,2,7,14,0.381,0.394,0.552,23,8.6,0.171,0.396,0.947,0.398,0,0.8,0,7,3,16,16,8,3,0,0,0,122.2,112,5,41,40,49,106,2.93,0.276,1.31,12,0.4,8.2,3.6,7.8,2.2,0,0,0,0,3.25,0,2.9,3.8,Slot,Normal,Average,,
35584,CF,19,ADDIE ALLMAN,,18,USA,"Philadelphia, PA","6' 0""",165 lbs,Switch,Right,Elmont,Tallmadge State,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,45,45,229,196,94,27,8,6,61,76,18,4,41,0.48,0.527,0.791,85.4,18.6,0.311,0.536,1.318,0.463,0,4.4,0,39,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$900 ,Extremely Hard,Average,,
35649,C,3,ABNER ALMOND,,18,USA,"Clinton, MA","5' 10""",175 lbs,Right,Right,Sturbridge,El Paso Methodist,Average,HS Senior,1,EX FB,80-83 Mph,Over the Top,Normal,49,49,248,202,78,28,1,6,52,68,37,22,35,0.386,0.496,0.624,70.5,14.6,0.238,0.481,1.12,0.411,0,3.6,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Normal,Average,,
35505,C,2,DON ANDERSON,,17,USA,"Oakland, CA","5' 10""",175 lbs,Right,Right,Galena,Lane State,Average,HS Senior,1,FB,80-83 Mph,Sidearm,Normal,47,47,240,194,78,26,3,6,56,60,35,11,35,0.402,0.5,0.66,70.3,15.3,0.258,0.488,1.16,0.4,0,3.6,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,,
35567,SP,45,PINKY ANDERSON,,18,USA,"Fremont, NE","5' 9""",145 lbs,Left,Left,Fairbury,Charleston State (IL),Average,HS Senior,3,NEU,83-85 Mph,Normal (3/4),Normal,13,13,69,58,21,9,1,0,17,17,1,8,10,0.362,0.364,0.552,11.3,6,0.19,0.36,0.915,0.382,0,0.3,0,12,6,28,15,6,3,1,0,0,123.1,112,4,44,40,51,100,2.92,0.271,1.32,12,0.3,8.2,3.7,7.3,2,0,0,0,0,3.26,0,2.6,3.2,Slot,Extremely Hard,Average,,
34408,1B,2,VIC ANDERSON,,17,USA,"Savannah, GA","5' 10""",170 lbs,Right,Right,Savannah,Laclede,Average,HS Senior,1,FB,80-83 Mph,Over the Top,Normal,25,25,126,97,41,13,0,4,26,41,18,9,17,0.423,0.552,0.68,40.8,18,0.258,0.524,1.232,0.44,0,2.3,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,,
34285,RF,18,ANDY ANTONETTI,,17,USA,"Johnson City, NY","5' 11""",160 lbs,Left,Left,Johnson City,North Carolina Tech,Average,HS Senior,1,NEU,80-83 Mph,Over the Top,Normal,25,25,129,108,46,12,4,5,31,42,17,8,21,0.426,0.496,0.75,44.8,17.3,0.324,0.509,1.246,0.423,0,2.2,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,,
