ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
37979,1B,23,CHUCK ADAMS,BOW WOW,18,USA,"Memphis, TN","6' 1""",185 lbs,Left,Left,Memphis,Mississippi Tech,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,27,27,136,119,68,21,1,12,50,66,9,3,34,0.571,0.603,1.067,79,38.1,0.496,0.675,1.67,0.523,0,4.2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$17k,Extremely Hard,Average,1935,
34380,2B,10,HUB AHRENSON,,18,USA,"Babylon, NY","5' 10""",160 lbs,Right,Right,Richmond Hill,Piedmont University,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,24,24,120,110,44,9,2,0,26,35,3,10,11,0.4,0.427,0.518,27.2,9.8,0.118,0.403,0.946,0.436,0,0.9,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35559,RF,5,DOC ALEXANDER,,17,USA,"Memphis, TN","5' 10""",170 lbs,Right,Right,Kennett,Daniel Boone College,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,22,22,112,102,41,12,0,2,28,39,9,5,14,0.402,0.446,0.578,27.5,11.8,0.176,0.442,1.025,0.406,0,1.2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
38161,SP,2,JESS ALEXANDER,,18,USA,"Council Bluffs, IA","5' 11""",150 lbs,Right,Right,Council Bluffs,Minnesota Tech,Average,HS Senior,4,NEU,85-87 Mph,Normal (3/4),Normal,22,22,112,105,40,11,2,1,27,37,2,7,14,0.381,0.394,0.552,23,8.6,0.171,0.396,0.947,0.398,0,0.8,0,7,3,16,16,8,3,0,0,0,122.2,112,5,41,40,49,106,2.93,0.276,1.31,12,0.4,8.2,3.6,7.8,2.2,0,0,0,0,3.25,0,2.9,3.8,Slot,Normal,Average,1935,
35584,CF,19,ADDIE ALLMAN,,18,USA,"Philadelphia, PA","6' 0""",165 lbs,Switch,Right,Elmont,Tallmadge State,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,117,100,49,13,4,4,32,43,9,3,21,0.49,0.535,0.82,46,20.3,0.33,0.548,1.355,0.474,0,2.4,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$900 ,Extremely Hard,Average,1935,
35649,C,3,ABNER ALMOND,,18,USA,"Clinton, MA","5' 10""",175 lbs,Right,Right,Sturbridge,El Paso Methodist,Average,HS Senior,1,EX FB,80-83 Mph,Over the Top,Normal,23,23,116,96,37,13,1,1,20,34,16,11,15,0.385,0.491,0.573,30.4,13.3,0.187,0.465,1.064,0.429,0,1.5,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Normal,Average,1935,
35505,C,2,DON ANDERSON,,17,USA,"Oakland, CA","5' 10""",175 lbs,Right,Right,Galena,Lane State,Average,HS Senior,1,FB,80-83 Mph,Sidearm,Normal,20,20,102,83,33,12,1,4,25,27,15,4,17,0.398,0.505,0.711,32,16.6,0.313,0.507,1.216,0.387,0,1.7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35567,SP,45,PINKY ANDERSON,,18,USA,"Fremont, NE","5' 9""",145 lbs,Left,Left,Fairbury,Charleston State (IL),Average,HS Senior,3,NEU,83-85 Mph,Normal (3/4),Normal,7,7,35,30,11,7,1,0,7,9,1,5,8,0.367,0.371,0.667,6.1,6.1,0.3,0.412,1.038,0.393,0,0.3,0,9,5,14,8,3,2,0,0,0,65.1,63,2,24,23,28,50,3.17,0.281,1.39,12.5,0.3,8.7,3.9,6.9,1.8,0,0,0,0,3.35,0,1.3,1.6,Slot,Extremely Hard,Average,1935,
34408,1B,2,VIC ANDERSON,,17,USA,"Savannah, GA","5' 10""",170 lbs,Right,Right,Savannah,Laclede,Average,HS Senior,1,FB,80-83 Mph,Over the Top,Normal,25,25,126,97,41,13,0,4,26,41,18,9,17,0.423,0.552,0.68,40.8,18,0.258,0.524,1.232,0.44,0,2.3,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34285,RF,18,ANDY ANTONETTI,,17,USA,"Johnson City, NY","5' 11""",160 lbs,Left,Left,Johnson City,North Carolina Tech,Average,HS Senior,1,NEU,80-83 Mph,Over the Top,Normal,25,25,129,108,46,12,4,5,31,42,17,8,21,0.426,0.496,0.75,44.8,17.3,0.324,0.509,1.246,0.423,0,2.2,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
