ID,POS,#,Name,Nickname,Age,NAT,City,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
29351,SP,19,Dave Adair,,17,USA,"Muscatine, IA","5' 10""",150 lbs,Left,Left,Shullsburg,Aiken A&M,Average,HS Senior,3,NEU,84-86,OTT,Normal,25,25,127,118,43,7,0,3,31,37,3,7,10,0.364,0.371,0.5,22.5,7.3,0.136,0.365,0.871,0.36,0,0.5,0,4,2,25,25,15,3,0,0,0,178.2,150,4,50,45,64,195,2.27,0.267,1.2,11,0.2,7.6,3.2,9.8,3,0,0,0,0,2.47,0,6.4,6.8,-,Easy,Average,Career,
29376,3B,29,Steve Adams,,18,USA,"Reading, PA","5' 10""",160 lbs,Right,Right,Reading,Piedmont University,Average,HS Senior,1,NEU,83-85,4-Mar,Normal,48,48,244,195,80,17,4,8,55,80,30,13,29,0.41,0.508,0.662,74.2,15.3,0.251,0.489,1.17,0.407,0,3.7,0,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Very Easy,Average,Career,
29841,3B,32,George Adzovic,Badger,18,USA,"Middletown, CT","5' 10""",165 lbs,Right,Right,Middletown,Middlesex,Average,HS Senior,1,EX FB,80-83,SIDE,Normal,71,71,359,301,124,27,3,12,84,114,47,15,42,0.412,0.492,0.641,101.4,14.1,0.229,0.478,1.133,0.404,0,5,0,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Very Easy,Average,Career,
29427,2B,8,Lew Aigner,,21,USA,"West Pittston, PA","6' 0""",190 lbs,Right,Right,Ferguson,-,Great,CO Junior,1,NEU,84-86,SIDE,Normal,100,100,504,443,116,12,2,5,64,98,53,44,19,0.262,0.345,0.332,63.8,5,0.07,0.31,0.677,0.281,0,-0.3,0,76,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Easy,Average,Career,
29955,RF,10,Tommy Aiken,,18,USA,"Wellington, OH","5' 10""",160 lbs,Left,Left,Wellington,Darnell State,Average,HS Senior,3,FB,75-80,4-Mar,Normal,99,99,500,427,187,48,3,14,126,169,58,25,65,0.438,0.503,0.663,152.4,15.6,0.225,0.492,1.166,0.439,0,7.7,0,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Very Easy,Average,Career,
29491,SP,9,Lynn Allen,,21,USA,"Franklin, NC","6' 4""",205 lbs,Right,Right,Clarksville State,-,Average,CO Junior,3,NEU,84-86,4-Mar,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,19,7,0,0,0,236.2,227,13,98,91,103,189,3.46,0.283,1.39,12.6,0.5,8.6,3.9,7.2,1.8,0,0,0,0,3.65,0,4.4,5.1,-,Easy,Average,Career,
29982,RF,23,Win Allen,,18,USA,"Evergreen, AL","6' 1""",185 lbs,Left,Left,Evergreen,McKinney State,Average,HS Senior,1,EX FB,83-85,4-Mar,Normal,97,97,490,401,167,33,3,15,109,148,65,27,51,0.416,0.491,0.626,134.5,14,0.209,0.467,1.117,0.411,0,6.4,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Very Easy,Average,Career,
29976,CF,3,Bob Allie,Alley Cat,18,USA,"Brooklyn, NY","5' 10""",145 lbs,Right,Right,Canarsie,Richmond State,Average,HS Senior,1,FB,80-83,4-Mar,Normal,100,100,511,429,214,58,16,18,135,189,61,20,92,0.499,0.562,0.834,217.3,24,0.336,0.571,1.396,0.494,0,11.3,0,67,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Easy,Average,Career,
29429,LF,12,Sam Ambrose,,17,USA,"Red Bud, IL","6' 2""",190 lbs,Switch,Right,Red Bud,Rainier College,Average,HS Senior,1,EX FB,84-86,4-Mar,Normal,50,50,253,212,86,23,3,4,57,68,32,8,30,0.406,0.48,0.599,67.4,12.7,0.193,0.458,1.079,0.402,0,3.1,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Easy,Average,Career,
29419,C,8,Bob Anastas,,20,USA,"Martinsburg, WV","5' 10""",190 lbs,Right,Right,Carolina Poly,-,Great,CO Junior,1,NEU,80-83,SIDE,Normal,119,119,600,528,140,14,0,18,92,110,64,66,32,0.265,0.344,0.394,78.4,5.3,0.129,0.329,0.738,0.272,0,0.6,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Easy,Average,Career,
31718,C,4,Cliff Anderson,,22,USA,"Luzerne, PA","6' 0""",200 lbs,Right,Right,Noble Jones College,-,Great,CO Senior,1,NEU,80-83,OTT,Normal,310,310,1565,1297,399,72,1,16,237,316,222,149,89,0.308,0.411,0.402,244.9,7,0.094,0.366,0.813,0.334,0,6.8,0,36,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Very Easy,Average,Career,
29993,RF,12,Fred Anderson,,18,USA,"St. Joseph, MO","5' 10""",160 lbs,Left,Left,Liberty,Ponotoc College,Average,HS Senior,1,NEU,84-86,4-Mar,Normal,94,94,478,362,149,32,5,13,96,132,69,26,50,0.412,0.531,0.635,140.8,16.1,0.224,0.493,1.166,0.411,0,7.4,0,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Very Easy,Average,Career,
