ID,POS,#,Name,Nickname,Age,NAT,City,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
29351,SP,19,Dave Adair,,16,USA,"Muscatine, IA","5' 10""",155 lbs,Left,Left,Shullsburg,-,Average,HS Senior,3,NEU,83-85 Mph,Over the Top,Normal,25,25,127,118,43,7,0,3,31,37,3,7,10,0.364,0.371,0.5,22.5,7.3,0.136,0.365,0.871,0.36,0,0.5,0,4,2,12,12,7,2,0,0,0,86,71,2,26,22,34,96,2.3,0.265,1.22,11.2,0.2,7.4,3.6,10,2.8,0,0,0,0,2.53,0,3,3,-,Very Easy,Average,1947,
29376,3B,29,Steve Adams,Sparrow,17,USA,"Reading, PA","5' 10""",160 lbs,Right,Right,Reading,-,Average,HS Senior,1,FB,83-85 Mph,Normal (3/4),Normal,21,21,106,85,36,8,2,3,27,35,14,5,13,0.424,0.533,0.671,34.3,17.2,0.247,0.511,1.204,0.429,0,1.8,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Easy,Average,1947,
29841,3B,32,George Adzovic,Badger,17,USA,"Middletown, CT","5' 10""",170 lbs,Right,Right,Middletown,-,Average,HS Senior,1,EX FB,80-83 Mph,Sidearm,Normal,23,23,115,97,41,10,1,5,30,42,16,5,16,0.423,0.509,0.701,36.4,16.1,0.278,0.509,1.21,0.414,0,1.9,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Very Easy,Average,1947,
29427,2B,8,Lew Aigner,,20,USA,"West Pittston, PA","6' 0""",185 lbs,Right,Right,Ferguson,-,Great,CO Junior,1,NEU,84-86 Mph,Sidearm,Normal,55,55,279,242,62,6,1,3,36,53,32,24,10,0.256,0.348,0.326,34.3,4.8,0.07,0.309,0.674,0.274,0,-0.2,0,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Easy,Average,1947,
29955,RF,10,Tommy Aiken,,17,USA,"Wellington, OH","5' 10""",160 lbs,Left,Left,Wellington,-,Average,HS Senior,3,NEU,75-80 Mph,Normal (3/4),Normal,26,26,130,112,50,12,1,3,31,48,15,8,16,0.446,0.516,0.652,40.2,15.3,0.205,0.496,1.167,0.465,0,2,0,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Easy,Average,1947,
29491,SP,9,Lynn Allen,,20,USA,"Franklin, NC","6' 4""",205 lbs,Right,Right,Clarksville State,-,Average,CO Junior,3,NEU,84-86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,9,2,0,0,0,97.1,90,5,35,31,31,85,2.87,0.283,1.24,11.2,0.5,8.3,2.9,7.9,2.7,0,0,0,0,3.08,0,2.6,2.7,-,Easy,Average,1947,
29982,RF,23,Win Allen,,17,USA,"Evergreen, AL","6' 1""",180 lbs,Left,Left,Evergreen,-,Average,HS Senior,1,EX FB,83-85 Mph,Normal (3/4),Normal,27,27,136,111,47,9,0,5,31,38,18,9,14,0.423,0.496,0.64,38.3,14.6,0.216,0.473,1.136,0.42,0,1.9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Easy,Average,1947,
29976,CF,3,Bob Allie,Alley Cat,17,USA,"Brooklyn, NY","5' 10""",140 lbs,Right,Right,Canarsie,-,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,25,25,129,108,52,15,3,4,30,40,16,5,22,0.481,0.556,0.787,50.9,21.8,0.306,0.551,1.343,0.485,0,2.6,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Easy,Average,1947,
29429,LF,12,Sam Ambrose,,16,USA,"Red Bud, IL","6' 2""",185 lbs,Switch,Right,Red Bud,-,Average,HS Senior,1,EX FB,84-86 Mph,Normal (3/4),Normal,25,25,125,105,43,11,2,2,29,36,17,4,15,0.41,0.492,0.61,35,13.5,0.2,0.471,1.101,0.41,0,1.7,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Very Easy,Average,1947,
29419,C,8,Bob Anastas,,19,USA,"Martinsburg, WV","5' 10""",185 lbs,Right,Right,Carolina Poly,-,Great,CO Junior,1,GB,80-83 Mph,Sidearm,GB'er,57,57,287,251,63,7,0,9,37,47,32,30,16,0.251,0.336,0.386,35.8,5,0.135,0.322,0.722,0.252,0,0.1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Easy,Average,1947,
