ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
34041,C,5,ADAM ABRAHAM,,16,USA,"Rutherfordton, NC","5' 10""",165 lbs,Right,Right,Rutherfordton,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,104,82,33,10,2,2,22,28,16,7,14,0.402,0.495,0.646,29,14.5,0.244,0.476,1.141,0.408,0,1.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
38144,SP,19,MONK ADAMS,,16,USA,"Albany, NY","6' 1""",160 lbs,Right,Right,Schenectady,-,Average,HS Sophomore,3,GB,83-85 Mph,Normal (3/4),Groundballer,25,25,128,123,47,12,1,0,29,33,1,6,13,0.382,0.386,0.496,23.6,7.8,0.114,0.379,0.882,0.395,0,0.7,0,5,3,13,8,4,1,0,0,0,60.2,42,1,12,8,11,65,1.19,0.243,0.87,8,0.1,6.2,1.6,9.6,5.9,0,0,0,0,1.86,0,2.6,2.8,Slot,Extremely Hard,Average,1935,
34013,SP,19,CHARLIE AGANI,,16,USA,"Dickson, TN","5' 6""",125 lbs,Right,Right,Bowling Green,-,Average,HS Sophomore,3,NEU,83-85 Mph,Normal (3/4),Normal,25,25,127,121,44,12,2,1,25,36,2,6,15,0.364,0.368,0.521,23.8,7.8,0.157,0.374,0.889,0.371,0,0.6,0,3,1,14,8,3,2,0,0,0,62.2,57,2,23,20,24,59,2.87,0.284,1.29,11.8,0.3,8.2,3.4,8.5,2.5,0,0,0,0,2.93,0,1.6,1.5,Slot,Extremely Hard,Average,1935,
34226,SP,1,TOM ALLISON,,16,USA,"Cherryville, NC","5' 9""",140 lbs,Right,Right,Spartanburg,-,Average,HS Sophomore,3,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,7,2,0,0,0,94,74,3,24,21,31,86,2.01,0.245,1.12,10.1,0.3,7.1,3,8.2,2.8,0,0,0,0,2.77,0,2.9,3.9,Slot,Extremely Hard,Average,1935,
34496,CF,2,FELIX ANDERSON,,16,USA,"Dayton, OH","5' 10""",150 lbs,Right,Right,Bucyrus,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,27,27,139,116,47,12,5,4,32,42,12,8,21,0.405,0.482,0.698,43.9,15.4,0.293,0.488,1.18,0.406,0,2.1,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average,1935,
34610,3B,1,MERL ANDERSON,,16,USA,"Alhambra, CA","6' 2""",170 lbs,Right,Right,Pomona,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,109,92,41,13,0,3,24,40,15,6,16,0.446,0.532,0.685,35.9,17.9,0.239,0.521,1.217,0.458,0,1.9,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34561,SP,14,FRED ARMES,,16,USA,"Lansing, MI","6' 0""",145 lbs,Left,Left,Avilla,-,Average,HS Sophomore,3,NEU,86-88 Mph,Normal (3/4),Normal,8,8,42,36,13,6,0,0,10,12,0,5,6,0.361,0.359,0.528,6.2,5.2,0.167,0.345,0.887,0.394,0,0.1,0,8,4,12,12,6,4,0,0,0,94.2,82,4,33,31,46,86,2.95,0.267,1.35,12.3,0.4,7.8,4.4,8.2,1.9,0,0,0,0,3.42,0,2,2.8,Slot,Extremely Hard,Average,1935,
34023,1B,1,FRED ARMOR,,16,USA,"Wilmington, IL","5' 11""",180 lbs,Right,Left,Wilmington,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,114,92,36,12,0,4,26,33,17,3,16,0.391,0.509,0.652,33.4,15.8,0.261,0.497,1.161,0.376,0,1.8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34573,SP,23,CLIFF ATKINSON,,16,USA,"Clarksburg, WV","5' 11""",150 lbs,Right,Right,Beaver,-,Average,HS Sophomore,3,FB,87-89 Mph,Normal (3/4),Normal,26,26,130,125,47,12,0,3,28,36,1,9,15,0.376,0.377,0.544,26.1,8.5,0.168,0.392,0.921,0.379,0,0.9,0,4,2,14,7,5,0,0,0,0,63.1,43,2,13,9,9,103,1.28,0.293,0.82,7.8,0.3,6.1,1.3,14.6,11.4,0,0,0,0,0.93,0,3.7,2.8,Slot,Extremely Hard,Average,1935,
34540,C,12,RAY BAILEY,,16,USA,"Buffalo, NY","5' 11""",165 lbs,Left,Right,Caledonia,-,Average,HS Sophomore,3,NEU,84-86 Mph,Normal (3/4),Normal,21,21,105,90,38,10,0,0,19,27,10,8,10,0.422,0.485,0.533,24.9,11.4,0.111,0.441,1.019,0.458,0,1.1,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34662,2B,24,PAUL BALDWIN,,16,USA,"Sunbury, PA","5' 10""",150 lbs,Right,Right,Hallstead,-,Average,HS Sophomore,1,FB,80-83 Mph,Over the Top,Normal,27,27,139,120,50,10,2,2,30,47,10,5,14,0.417,0.475,0.583,36.1,13,0.167,0.457,1.058,0.414,0,1.7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35741,CF,55,NED BARROW,,19,USA,"Council Bluffs, IA","5' 7""",150 lbs,Right,Right,Kirkpatrick University,-,Average,CO Freshman,1,FB,80-83 Mph,Over the Top,Normal,59,59,298,272,84,11,2,2,51,61,22,6,15,0.309,0.362,0.386,41.8,5.6,0.077,0.336,0.748,0.308,0,0.5,0,31,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34630,3B,13,BILL BECKER,,15,USA,"East St. Louis, IL","6' 0""",160 lbs,Right,Right,Clayton,-,Average,HS Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,27,27,136,121,54,16,0,1,30,50,7,6,17,0.446,0.485,0.603,37.8,13.8,0.157,0.47,1.089,0.453,0,1.8,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34108,SS,5,JOHN BELL,,15,USA,"Minneapolis, MN","6' 0""",150 lbs,Switch,Right,Jacksboro,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,131,115,51,15,2,1,32,37,15,3,18,0.443,0.511,0.635,40.5,15.8,0.191,0.496,1.146,0.45,0,2,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
36394,SP,15,RAY BELL,BOX CAR,16,USA,"Slayton, MN","6' 0""",150 lbs,Right,Right,Slayton,-,Average,HS Sophomore,3,NEU,85-87 Mph,Sidearm,Normal,23,23,116,108,40,11,1,2,26,38,1,7,14,0.37,0.372,0.546,21.9,7.6,0.176,0.379,0.918,0.373,0,0.6,0,8,4,16,16,9,3,0,0,0,126.2,91,1,21,19,25,131,1.35,0.249,0.92,8.4,0.1,6.5,1.8,9.3,5.2,0,0,0,0,1.87,0,5.8,7,Slot,Extremely Hard,Average,1935,
37484,3B,11,SPUD BENT,,20,USA,"New York, NY","5' 11""",185 lbs,Right,Right,Maryland State,-,Great,CO Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,51,51,257,215,66,14,1,8,42,48,29,13,23,0.307,0.402,0.493,47.1,7.5,0.186,0.387,0.895,0.294,0,1.6,0,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
36389,SP,19,ELI BEST,,19,USA,"Stillwater, OK","6' 1""",155 lbs,Switch,Right,Daniel Boone College,-,Great,CO Freshman,5,NEU,84-86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,4,7,0,0,0,109,130,11,75,74,67,51,6.11,0.317,1.81,16.5,0.9,10.7,5.5,4.2,0.8,0,0,0,0,5.5,0,-0.4,-0.6,Slot,Extremely Hard,Average,1935,
34027,SS,23,LARRY BIERWIRTH,,19,USA,"Hickory, NC","5' 9""",165 lbs,Right,Right,North Carolina Tech,-,Great,CO Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,45,45,225,191,54,9,1,1,35,39,28,16,11,0.283,0.377,0.356,29.7,5.5,0.073,0.333,0.733,0.301,0,0.3,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34075,SS,10,JOHN BONNER,,18,USA,"Pampa, TX","6' 0""",175 lbs,Right,Right,Maryland State,-,Great,CO Freshman,1,FB,80-83 Mph,Over the Top,Normal,61,61,306,280,87,10,2,0,46,70,24,3,12,0.311,0.366,0.361,40.3,5.3,0.05,0.33,0.727,0.313,0,0.4,0,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34639,C,23,BILL BOWEN,,16,USA,"Harrison, NJ","5' 10""",170 lbs,Right,Right,Paterson,-,Average,HS Sophomore,1,NEU,80-83 Mph,Over the Top,Normal,23,23,118,107,47,10,2,2,29,35,7,2,14,0.439,0.47,0.626,32.6,13.1,0.187,0.465,1.096,0.429,0,1.5,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34613,2B,4,SKIP BOWMAN,,16,USA,"Green River, WY","5' 10""",155 lbs,Right,Right,Provo,-,Average,HS Sophomore,1,FB,80-83 Mph,Over the Top,Normal,24,24,124,102,42,14,3,3,29,37,17,5,20,0.412,0.504,0.696,39,15.3,0.284,0.495,1.2,0.415,0,1.9,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35730,3B,21,ALEX BOYD,,16,USA,"Sacramento, CA","5' 10""",155 lbs,Right,Right,Woodland,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,108,94,49,11,2,2,29,41,10,1,15,0.521,0.556,0.745,45,24.3,0.223,0.548,1.3,0.5,0,2.2,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34107,3B,6,CY BRADEN,,18,USA,"Eureka, CA","5' 10""",170 lbs,Right,Right,Grange College,-,Great,CO Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,62,62,314,276,79,12,1,6,47,61,34,8,19,0.286,0.369,0.402,44.7,5.7,0.116,0.347,0.772,0.278,0,0.8,0,34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34118,C,47,DEL BRANCH,,15,USA,"Wymore, NE","5' 7""",150 lbs,Right,Right,Nebraska City,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,28,28,142,108,46,14,2,5,31,42,21,5,21,0.426,0.532,0.731,46.6,18,0.306,0.515,1.264,0.406,0,2.5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35722,SS,23,GILBERT BRENNAN,,16,USA,"Chicago, IL","5' 8""",145 lbs,Right,Right,Elizabethtown,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,113,106,47,15,3,1,25,43,5,3,19,0.443,0.468,0.67,32.8,13.2,0.226,0.478,1.138,0.451,0,1.6,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
36427,2B,17,ROOSEVELT BREWER,ROSIE,15,USA,"Chicago, IL","5' 10""",175 lbs,Right,Right,Washington,-,Average,HS Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,23,23,118,103,53,13,5,0,32,42,6,1,18,0.515,0.548,0.738,48.4,22.9,0.223,0.532,1.286,0.51,0,2.2,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34577,LF,1,BELVE BROWN,,15,USA,"Cincinnati, OH","6' 1""",160 lbs,Switch,Right,Trenton,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,134,115,47,13,0,3,27,36,14,5,16,0.409,0.47,0.6,35.1,12.8,0.191,0.459,1.07,0.4,0,1.7,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34050,SP,2,MACK BRUBAKER,,16,USA,"Lodi, NJ","6' 0""",155 lbs,Right,Right,Ironton,-,Average,HS Sophomore,3,EX GB,83-85 Mph,Sidearm,Groundballer,8,8,43,36,13,6,0,3,12,15,1,6,9,0.361,0.375,0.778,10.2,9.2,0.417,0.427,1.153,0.345,0,0.4,0,5,2,12,12,7,1,0,0,0,80.2,56,1,15,11,16,98,1.23,0.259,0.89,8.1,0.1,6.2,1.8,10.9,6.1,0,0,0,0,1.56,0,4.1,4.1,Slot,Extremely Hard,Average,1935,
34509,2B,15,MIKE BRYANT,,16,USA,"Chicago, IL","5' 11""",150 lbs,Right,Right,Berwyn,-,Average,HS Sophomore,1,FB,80-83 Mph,Over the Top,Normal,24,24,122,103,41,10,6,2,23,35,10,7,18,0.398,0.471,0.67,38.8,15,0.272,0.47,1.14,0.411,0,1.6,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average,1935,
34115,SP,16,GEORGE BUCKLEY,,16,USA,"Flint, MI","5' 7""",135 lbs,Right,Right,Dearborn,-,Average,HS Sophomore,3,NEU,83-85 Mph,Normal (3/4),Normal,5,5,29,26,10,3,2,2,9,9,0,6,7,0.385,0.379,0.885,7.7,9.9,0.5,0.489,1.264,0.4,0,0.4,0,7,3,12,7,4,1,0,0,0,56,47,3,19,15,18,49,2.41,0.256,1.16,10.4,0.5,7.6,2.9,7.9,2.7,0,0,0,0,3.11,0,1.3,1.6,Slot,Hard,Average,1935,
34116,CF,10,BILLY BURDICK,,16,USA,"Wilmington, DE","5' 10""",145 lbs,Right,Right,Girardville,-,Average,HS Sophomore,1,FB,80-83 Mph,Over the Top,Normal,21,21,106,91,42,10,2,3,27,32,10,1,15,0.462,0.509,0.714,35.9,18.3,0.253,0.513,1.224,0.433,0,1.8,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34725,C,5,LEO CABAN,,16,USA,"New York, NY","5' 7""",150 lbs,Switch,Right,Carlstadt,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,107,93,39,13,1,3,24,38,8,4,17,0.419,0.457,0.677,29.6,12.7,0.258,0.466,1.135,0.404,0,1.4,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34615,SS,13,JOE CABELL,,16,USA,"New York, NY","5' 6""",135 lbs,Left,Right,Newman,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,122,108,52,15,2,2,28,44,6,1,19,0.481,0.525,0.713,43.2,19.1,0.231,0.526,1.238,0.467,0,2.2,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34582,SP,1,BUTCH CAMPBELL,,16,USA,"Boston, MA","6' 0""",145 lbs,Right,Right,Hartford,-,Average,HS Sophomore,3,NEU,87-89 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,3,2,0,0,0,60.1,47,1,16,15,23,74,2.24,0.291,1.16,10.9,0.1,7,3.4,11,3.2,0,0,0,0,2.26,0,2.2,2.3,Slot,Extremely Hard,Average,1935,
34106,3B,16,ELMER CAMPBELL,,19,USA,"Manchester, NH","5' 10""",175 lbs,Right,Right,North Carolina Atlantic,-,Good,CO Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,46,46,234,198,54,11,5,8,43,51,34,22,24,0.273,0.385,0.5,42.9,7.5,0.227,0.385,0.885,0.274,0,1.4,0,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34531,SP,12,JOE CAMPBELL,,16,USA,"Mayfield, KY","6' 2""",160 lbs,Left,Right,Marion,-,Average,HS Sophomore,3,NEU,83-85 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,10,2,0,0,0,125,100,4,31,30,43,104,2.16,0.242,1.14,10.4,0.3,7.2,3.1,7.5,2.4,0,0,0,0,3.01,0,3.4,5.3,Slot,Hard,Average,1935,
34103,SP,13,ROBERT CAMPBELL,,18,USA,"Washington, DC","5' 11""",160 lbs,Right,Right,Miami State,-,Great,CO Freshman,3,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,5,9,0,0,0,126,159,17,93,89,65,52,6.36,0.317,1.78,16.1,1.2,11.4,4.6,3.7,0.8,0,0,0,0,5.7,0,-0.7,-1.2,Slot,Extremely Hard,Average,1935,
34524,CF,30,CY CARDIN,,16,USA,"Canton, OH","5' 9""",150 lbs,Right,Right,Monroeville,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,103,93,39,9,3,3,23,38,7,4,15,0.419,0.465,0.677,32.9,14.6,0.258,0.477,1.143,0.419,0,1.4,0,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34009,3B,2,MONK CASEY,,16,USA,"Denver, CO","5' 10""",165 lbs,Right,Right,Louisville,-,Average,HS Sophomore,3,NEU,83-85 Mph,Normal (3/4),Normal,21,21,108,90,41,12,1,4,25,41,17,5,17,0.456,0.546,0.744,39.1,21.1,0.289,0.545,1.291,0.457,0,2.2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34583,SP,21,AL CASH,,16,USA,"West Reading, PA","6' 3""",165 lbs,Switch,Right,Totowa,-,Average,HS Sophomore,3,NEU,88-90 Mph,Over the Top,Normal,8,8,40,36,13,6,1,0,8,10,1,3,7,0.361,0.375,0.583,8.3,8.6,0.222,0.397,0.958,0.371,0,0.3,0,2,1,12,12,6,2,0,0,0,83,64,3,24,20,32,96,2.17,0.265,1.16,10.4,0.3,6.9,3.5,10.4,3,0,0,0,0,2.51,0,2.9,3,Slot,Extremely Hard,Average,1935,
34230,C,24,PETE CASSTEVENS,PEANUT,16,CAN,"Montreal, QC","5' 9""",190 lbs,Right,Right,Syracuse,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,25,25,127,112,59,13,2,9,45,56,13,4,24,0.527,0.567,0.92,60.3,29.1,0.393,0.611,1.487,0.495,0,3.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34211,CF,32,GENE CHASE,,16,USA,"Boston, MA","5' 10""",155 lbs,Left,Left,Woonsocket,-,Average,HS Sophomore,3,NEU,83-85 Mph,Normal (3/4),Normal,23,23,116,104,49,10,2,0,27,34,8,4,12,0.471,0.509,0.606,33.6,14.6,0.135,0.477,1.115,0.485,0,1.6,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34591,SP,25,GORDON CHEEK,,16,USA,"New York, NY","6' 0""",155 lbs,Right,Right,Westinghouse,-,Average,HS Sophomore,4,NEU,85-87 Mph,Normal (3/4),Normal,7,7,37,36,13,7,0,2,9,11,1,5,9,0.361,0.378,0.722,9.4,10.1,0.361,0.457,1.101,0.379,0,0.5,0,5,2,12,12,7,2,0,0,0,98,73,2,17,15,15,112,1.38,0.259,0.9,8.2,0.2,6.7,1.4,10.3,7.5,0,0,0,0,1.67,0,4.9,5.3,Slot,Extremely Hard,Average,1935,
