ID,POS,#,Name,Nickname,Age,NAT,City,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
30056,SP,41,Hank Aldrich,,16,USA,"East Lansdowne, PA","5' 11""",150 lbs,Left,Left,Burlington,-,Average,HS Sophomore,3,NEU,84-86 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,8,2,0,0,0,107.1,72,1,16,14,24,137,1.17,0.251,0.89,8.3,0.1,6,2,11.5,5.7,0,0,0,0,1.52,0,5.5,6.1,Slot,-,Average,1945,
30494,SP,22,Scotty Alexander,,16,USA,"Boston, MA","6' 2""",165 lbs,Left,Left,Newman,-,Average,HS Sophomore,3,FB,86-88 Mph,Normal (3/4),Normal,8,8,42,36,15,7,2,0,11,13,1,3,9,0.417,0.425,0.722,10.8,10.8,0.306,0.445,1.147,0.429,0,0.5,0,3,2,12,12,8,1,0,0,0,95,68,2,21,17,28,138,1.61,0.281,1.01,9.3,0.2,6.4,2.7,13.1,4.9,0,0,0,0,1.52,0,5,4.4,Slot,-,Average,1945,
31716,2B,6,King Allen,,19,USA,"Marietta, GA","5' 11""",160 lbs,Left,Right,Coastal California,-,Great,CO Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,50,50,253,218,64,11,6,11,48,56,34,24,28,0.294,0.391,0.55,52.5,8.7,0.257,0.403,0.942,0.29,0,1.9,0,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1945,
30457,1B,7,Bob Amadon,,16,USA,"Hattiesburg, MS","6' 2""",185 lbs,Right,Right,Gulfport,-,Average,HS Sophomore,5,NEU,80-83 Mph,Normal (3/4),Normal,23,23,118,90,43,13,5,8,32,38,22,5,26,0.478,0.595,1,56.7,27.8,0.522,0.624,1.595,0.455,0,3.2,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1945,
31718,C,4,Cliff Anderson,,19,USA,"Luzerne, PA","6' 0""",190 lbs,Right,Right,Noble Jones College,-,Great,CO Freshman,1,FB,80-83 Mph,Over the Top,Normal,45,45,227,192,52,8,0,2,23,44,32,24,10,0.271,0.379,0.344,28.8,5.5,0.073,0.336,0.723,0.299,0,0.4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1945,
30410,SP,3,Paul Anderson,,16,USA,"Memphis, TN","6' 3""",165 lbs,Left,Left,Milligan College,-,Average,HS Sophomore,3,NEU,84-86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9,0,0,0,0,89,51,0,11,8,21,148,0.81,0.268,0.81,7.4,0,5.2,2.1,15,7,0,0,0,0,0.62,0,6.2,5.5,Slot,-,Average,1945,
30393,C,10,Van Anderson,,16,USA,"Philadelphia, PA","5' 10""",165 lbs,Right,Right,Kearny,-,Average,HS Sophomore,1,NEU,85-87 Mph,Normal (3/4),Normal,23,23,119,104,45,6,1,2,27,38,12,9,9,0.433,0.496,0.567,31.2,13.4,0.135,0.466,1.063,0.457,0,1.6,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1945,
30128,SP,24,Hub Armstrong,,16,USA,"Chicago, IL","5' 7""",150 lbs,Right,Right,Northwest Division,-,Average,HS Sophomore,3,NEU,84-86 Mph,Over the Top,Normal,25,25,128,101,42,10,1,2,26,31,19,6,13,0.416,0.52,0.594,34.3,14.5,0.178,0.474,1.114,0.426,0,1.8,0,1,1,14,14,9,0,0,0,0,99,65,2,14,13,24,139,1.18,0.248,0.9,8.2,0.2,5.9,2.2,12.6,5.8,0,0,0,0,1.41,0,5.3,5.8,Slot,-,Average,1945,
30404,SP,22,John Ashcroft,,16,CAN,"Quebec City, QC","6' 6""",195 lbs,Left,Left,Murphy,-,Average,HS Sophomore,3,EX FB,86-88 Mph,Over the Top,Normal,23,23,117,106,42,10,0,0,24,34,5,7,10,0.396,0.417,0.491,23,8.6,0.094,0.389,0.908,0.412,0,0.7,0,7,3,14,14,8,2,0,0,0,103.2,85,3,26,24,29,115,2.08,0.272,1.1,10.1,0.3,7.4,2.5,10,4,0,0,0,0,2.25,0,4.1,4.4,Slot,-,Average,1945,
30134,SP,19,Gary Askew,,16,USA,"Dallas, TX","6' 4""",170 lbs,Right,Right,Granbury,-,Average,HS Sophomore,3,FB,83-85 Mph,Normal (3/4),Normal,9,9,49,45,16,5,2,0,10,13,1,4,7,0.356,0.37,0.556,8.6,6.6,0.2,0.37,0.925,0.39,0,0.2,0,6,3,15,15,7,4,0,0,0,115,92,2,30,26,37,126,2.03,0.262,1.12,10.3,0.2,7.2,2.9,9.9,3.4,0,0,0,0,2.28,0,4.5,4.7,Slot,-,Average,1945,
30340,CF,15,George Atkins,,15,USA,"Middlesex, NJ","5' 11""",145 lbs,Left,Left,New Brunswick,-,Average,HS Sophomore,5,GB,84-86 Mph,Over the Top,GB'er,27,27,138,113,60,15,4,8,42,50,17,5,27,0.531,0.594,0.947,69,30.5,0.416,0.624,1.541,0.505,0,3.7,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1945,
30407,SP,16,Johnny Atkinson,,15,USA,"Baltimore, MD","5' 10""",145 lbs,Left,Left,West Chester,-,Average,HS Sophomore,3,NEU,83-85 Mph,Over the Top,Normal,9,9,46,42,15,8,0,0,14,11,1,7,8,0.357,0.356,0.548,7.2,5.5,0.19,0.368,0.903,0.405,0,0.2,0,10,5,14,14,6,4,0,0,0,99.1,85,2,29,27,43,87,2.45,0.25,1.29,11.6,0.2,7.7,3.9,7.9,2,0,0,0,0,3.01,0,2.7,3.6,Slot,-,Average,1945,
30036,SP,13,Jim Backes,,16,USA,"Franklin, PA","6' 5""",180 lbs,Left,Right,Denby Tech,-,Average,HS Sophomore,3,NEU,85-87 Mph,Normal (3/4),Normal,21,21,109,105,38,5,2,0,22,34,2,7,7,0.362,0.374,0.448,17.9,6.7,0.086,0.355,0.821,0.388,0,0.4,0,8,3,15,15,9,2,0,0,0,115.1,81,2,22,20,37,173,1.56,0.279,1.02,9.4,0.2,6.3,2.9,13.5,4.7,0,0,0,0,1.44,0,6.2,5.9,Slot,-,Average,1945,
30317,SP,18,Jim Baker,,16,USA,"Palmer, MA","6' 1""",160 lbs,Right,Right,Palmer,-,Average,HS Sophomore,3,FB,83-85 Mph,Normal (3/4),Normal,8,8,43,39,14,4,2,3,13,13,1,2,9,0.359,0.39,0.795,11.5,11.1,0.436,0.463,1.185,0.324,0,0.6,0,1,1,13,13,6,3,0,0,0,93.1,85,2,28,25,27,86,2.41,0.277,1.2,10.8,0.2,8.2,2.6,8.3,3.2,0,0,0,0,2.5,0,3.3,3.3,Slot,-,Average,1945,
30422,3B,16,Andy Ballantyne,,16,USA,"Salt Lake City, UT","6' 1""",175 lbs,Right,Right,Bountiful,-,Average,HS Sophomore,1,NEU,83-85 Mph,Normal (3/4),Normal,26,26,132,119,50,11,0,3,32,48,10,7,14,0.42,0.47,0.588,34.5,13.1,0.168,0.459,1.058,0.427,0,1.6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1945,
30043,LF,22,Ted Barette,,19,CAN,"Hamilton, ON","5' 8""",170 lbs,Right,Right,Red River State,-,Good,CO Freshman,1,NEU,85-87 Mph,Normal (3/4),Normal,48,48,244,205,65,8,0,7,38,59,28,20,15,0.317,0.413,0.459,43.7,8,0.141,0.385,0.872,0.322,0,1.5,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1945,
30050,SP,6,Al Barton,,16,USA,"New Orleans, LA","5' 11""",145 lbs,Right,Right,Landry,-,Average,HS Sophomore,3,NEU,84-86 Mph,Normal (3/4),Normal,9,9,48,42,17,8,0,0,14,12,1,7,8,0.405,0.413,0.595,10.5,9.2,0.19,0.406,1.008,0.459,0,0.4,0,4,2,14,14,11,0,0,0,0,112.1,71,2,15,11,17,173,0.88,0.26,0.78,7.1,0.2,5.7,1.4,13.9,10.2,0,0,0,0,0.83,0,7.5,6.8,Slot,-,Average,1945,
30390,2B,3,Frank Bean,,16,USA,"Cotulla, TX","5' 5""",135 lbs,Right,Right,San Antonio,-,Average,HS Sophomore,1,NEU,84-86 Mph,Normal (3/4),Normal,20,20,104,88,40,7,0,4,24,32,12,3,11,0.455,0.52,0.67,33,17.1,0.216,0.5,1.19,0.439,0,1.7,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1945,
30044,SP,12,Harry Bell,,19,USA,"Cleveland, OH","6' 2""",175 lbs,Left,Left,Bluegrass State,-,Great,CO Freshman,5,NEU,84-86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,9,3,0,0,0,108.2,91,6,37,34,44,123,2.82,0.29,1.24,11.4,0.5,7.5,3.6,10.2,2.8,0,0,0,0,2.95,0,3.1,3.3,Slot,-,Average,1945,
30460,C,13,Marty Benjamin,,16,USA,"Pomeroy, OH","6' 1""",180 lbs,Right,Right,Meigs,-,Average,HS Sophomore,1,NEU,85-87 Mph,Normal (3/4),Normal,22,22,111,89,37,8,0,4,29,37,14,6,12,0.416,0.491,0.64,30.4,13.4,0.225,0.467,1.131,0.402,0,1.5,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1945,
30139,C,24,Skinny Bennett,,16,USA,"Harlan, IA","5' 10""",180 lbs,Left,Right,Nebraska City,-,Average,HS Sophomore,1,EX FB,80-83 Mph,Normal (3/4),Normal,21,21,108,86,40,9,2,2,27,34,13,6,13,0.465,0.547,0.686,35,18.5,0.221,0.515,1.233,0.475,0,1.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1945,
30388,SP,18,William Benns,,16,USA,"Water Valley, MS","5' 10""",145 lbs,Left,Left,Water Valley,-,Average,HS Sophomore,6,NEU,85-87 Mph,Normal (3/4),Normal,9,9,45,39,15,5,2,0,11,11,1,4,7,0.385,0.395,0.615,8.5,6.9,0.231,0.4,1.011,0.405,0,0.3,0,10,5,13,13,8,1,0,0,0,89.1,62,2,15,13,22,116,1.31,0.25,0.94,8.5,0.2,6.2,2.2,11.7,5.3,0,0,0,0,1.63,0,4.4,4.8,Slot,-,Average,1945,
30456,SP,41,Herb Bloom,,15,USA,"Crisfield, MD","6' 2""",160 lbs,Left,Left,Crisfield,-,Average,HS Sophomore,4,EX FB,83-85 Mph,Normal (3/4),Normal,26,26,134,125,45,8,2,2,30,38,5,9,12,0.36,0.381,0.504,24.5,7.5,0.144,0.381,0.885,0.368,0,0.8,0,10,5,13,13,6,3,0,0,0,97,90,2,33,32,42,87,2.97,0.281,1.36,12.5,0.2,8.4,3.9,8.1,2.1,0,0,0,0,3.07,0,2.6,2.9,Slot,-,Average,1945,
30130,SP,25,Hugh Blumenthal,BULLDOG,16,USA,"Harvard, IL","6' 1""",165 lbs,Left,Left,Kingston,-,Average,HS Sophomore,3,GB,84-86 Mph,Over the Top,GB'er,8,8,40,39,14,5,1,3,10,13,1,4,9,0.359,0.375,0.769,10,9.7,0.41,0.471,1.144,0.344,0,0.5,0,6,3,13,13,9,1,0,0,0,100,64,1,13,11,19,163,0.99,0.286,0.83,7.6,0.1,5.8,1.7,14.7,8.6,0,0,0,0,0.67,0,7,6.1,Slot,-,Average,1945,
30461,SP,30,Bill Boone,,16,USA,"New York, NY","6' 3""",175 lbs,Left,Right,Grady,-,Average,HS Sophomore,4,FB,84-86 Mph,Normal (3/4),Normal,20,20,102,96,39,9,2,3,28,30,5,8,14,0.406,0.441,0.635,26.8,11.7,0.229,0.461,1.077,0.424,0,1.3,0,11,5,13,8,4,1,0,0,0,60,41,1,14,10,16,79,1.5,0.256,0.95,9,0.1,6.2,2.4,11.8,4.9,0,0,0,0,1.73,0,2.7,2.5,Slot,-,Average,1945,
30274,SP,24,Eddie Bowman,,16,USA,"Chicago, IL","5' 10""",145 lbs,Left,Left,Hyde Park,-,Average,HS Sophomore,4,FB,84-86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,5,1,0,0,0,71.1,59,2,20,18,24,80,2.27,0.27,1.16,10.7,0.3,7.4,3,10.1,3.3,0,0,0,0,2.41,0,2.4,2.5,Slot,-,Average,1945,
30080,SP,38,Joe Boyd,,16,USA,"Mansfield, LA","5' 8""",140 lbs,Left,Left,Naples,-,Average,HS Sophomore,5,FB,85-87 Mph,Over the Top,Normal,8,8,43,39,13,8,1,0,13,10,1,4,9,0.333,0.357,0.59,6.9,5.7,0.256,0.385,0.947,0.361,0,0.3,0,10,5,13,13,7,2,0,0,0,97,87,2,29,25,29,84,2.32,0.266,1.2,10.9,0.2,8.1,2.7,7.8,2.9,0,0,0,0,2.66,0,3.2,3.5,Slot,-,Average,1945,
30111,SP,3,Tony Britten,,19,USA,"New York, NY","5' 11""",175 lbs,Right,Right,Kit Carson University,-,Good,CO Freshman,4,NEU,86-88 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,8,3,0,0,0,100.1,85,0,25,24,28,88,2.15,0.283,1.13,10.4,0,7.6,2.5,7.9,3.1,0,0,0,0,2.37,0,3.7,4.2,Slot,-,Average,1945,
30409,3B,18,Pete Brock,,15,USA,"Portland, OR","5' 11""",160 lbs,Right,Right,Lebanon,-,Average,HS Sophomore,1,FB,83-85 Mph,Normal (3/4),Normal,25,25,129,107,48,10,2,3,33,46,15,7,15,0.449,0.532,0.664,40.2,17.2,0.215,0.503,1.195,0.464,0,2.1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1945,
