ID,POS,#,Name,Nickname,Age,NAT,City,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
29779,LF,35,Bill Absher,,17,USA,"Oxnard, CA","6' 2""",180 lbs,Right,Right,Oxnard,College of Waco,Average,HS Senior,1,EX FB,83-85 Mph,Sidearm,Normal,51,51,258,218,115,24,2,3,65,100,26,11,29,0.528,0.573,0.697,93.1,20.8,0.17,0.534,1.27,0.536,0,4.9,0,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Easy,Average,Career,
29824,RF,21,Jack Adams,Cracker Jack,17,USA,"Centerville, SD","6' 0""",160 lbs,Left,Left,Centerville,Iowa A&M,Average,HS Senior,5,NEU,84-86 Mph,Normal (3/4),Normal,43,43,219,183,94,26,8,15,72,100,33,14,49,0.514,0.589,0.989,110.1,28.3,0.475,0.638,1.578,0.51,0,6.1,0,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Easy,Average,Career,
29855,RF,21,Donnie Aldrich,Dutch,21,USA,"Chattanooga, TN","5' 9""",175 lbs,Left,Left,Opelika State,-,Great,CO Junior,1,NEU,84-86 Mph,Normal (3/4),Normal,126,126,636,570,165,25,13,16,110,124,52,52,54,0.289,0.355,0.463,100,6.2,0.174,0.355,0.818,0.294,0,2.1,0,68,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Very Easy,Average,Career,
30056,SP,41,Hank Aldrich,,18,USA,"East Lansdowne, PA","5' 11""",155 lbs,Left,Left,Burlington,Bluegrass State,Average,HS Senior,3,NEU,84-86 Mph,Over the Top,Normal,9,9,46,42,15,5,1,3,14,16,1,7,9,0.357,0.37,0.738,10.5,8.6,0.381,0.445,1.108,0.353,0,0.5,0,9,4,46,46,27,4,0,0,0,313.1,211,4,47,41,66,420,1.18,0.257,0.88,8.2,0.1,6.1,1.9,12.1,6.4,0,0,0,0,1.38,0,16.9,17.7,-,Easy,Average,Career,
30494,SP,22,Scotty Alexander,,18,USA,"Boston, MA","6' 2""",170 lbs,Left,Left,Newman,Alabama Gulf Coast,Average,HS Senior,3,NEU,88-90 Mph,Normal (3/4),Normal,62,62,319,288,121,34,4,1,74,94,11,16,39,0.42,0.439,0.576,74.1,10.4,0.156,0.423,1.015,0.432,0,3,0,15,9,54,54,34,7,0,0,0,425.2,298,9,78,70,110,617,1.48,0.275,0.96,8.9,0.2,6.3,2.3,13,5.6,0,0,0,0,1.43,0,23.1,22.4,-,Easy,Average,Career,
31716,2B,6,King Allen,,21,USA,"Marietta, GA","5' 11""",165 lbs,Left,Right,Coastal California,-,Great,CO Junior,1,FB,80-83 Mph,Normal (3/4),Normal,243,243,1228,1029,351,83,32,55,255,311,171,90,170,0.341,0.435,0.644,323,11.7,0.303,0.449,1.079,0.331,0,14.2,0,191,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Easy,Average,Career,
30457,1B,7,Bob Amadon,,18,USA,"Hattiesburg, MS","6' 3""",195 lbs,Right,Right,Gulfport,College of Waco,Average,HS Senior,5,NEU,80-83 Mph,Normal (3/4),Normal,99,99,503,383,173,48,17,27,133,165,92,24,92,0.452,0.568,0.877,203.8,22.1,0.426,0.576,1.445,0.435,0,11.4,0,64,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Easy,Average,Career,
31718,C,4,Cliff Anderson,,21,USA,"Luzerne, PA","6' 0""",195 lbs,Right,Right,Noble Jones College,-,Great,CO Junior,1,NEU,80-83 Mph,Over the Top,Normal,254,254,1281,1053,336,63,1,13,207,275,190,119,77,0.319,0.426,0.418,214.4,7.7,0.099,0.379,0.843,0.346,0,7,0,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Very Easy,Average,Career,
30410,SP,3,Paul Anderson,,18,USA,"Memphis, TN","6' 4""",170 lbs,Left,Left,Milligan College,St. Gordius,Average,HS Senior,3,NEU,85-87 Mph,Normal (3/4),Normal,33,33,168,160,58,15,0,4,41,45,1,16,19,0.362,0.358,0.531,29.8,6.9,0.169,0.37,0.889,0.375,0,0.8,0,14,7,50,50,36,0,0,0,0,370,208,0,42,31,86,613,0.75,0.262,0.79,7.2,0,5.1,2.1,14.9,7.1,0,0,0,0,0.6,0,26.1,23.4,-,Easy,Average,Career,
30393,C,10,Van Anderson,,18,USA,"Philadelphia, PA","5' 10""",170 lbs,Right,Right,Kearny,Piedmont University,Average,HS Senior,1,NEU,85-87 Mph,Normal (3/4),Normal,92,92,470,407,171,32,4,11,105,139,47,30,47,0.42,0.481,0.6,126.8,13.5,0.179,0.466,1.08,0.428,0,6.1,0,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,Very Easy,Average,Career,
30128,SP,24,Hub Armstrong,,18,USA,"Chicago, IL","5' 7""",150 lbs,Right,Right,Northwest Division,Weston,Average,HS Senior,3,NEU,85-87 Mph,Over the Top,Normal,52,52,264,211,86,22,2,4,53,64,40,10,28,0.408,0.513,0.588,70.3,14.3,0.18,0.474,1.101,0.412,0,3.6,0,5,3,41,41,24,4,0,0,0,288,198,6,55,48,88,379,1.5,0.253,0.99,9.1,0.2,6.2,2.8,11.8,4.3,0,0,0,0,1.81,0,13.4,14.6,-,Easy,Average,Career,
