ID,POS,#,Name,Nickname,Age,NAT,City,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
29442,3B,1,Abas Abaghian,,16,USA,"Newark, OH","6' 0""",165 lbs,Right,Right,Tipp City,-,Average,HS Junior,1,NEU,85-87,4-Mar,Normal,75,75,381,325,130,28,3,8,85,126,49,16,39,0.4,0.486,0.578,98.2,13.1,0.178,0.464,1.064,0.404,0,4.9,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1949,
29228,CF,34,Pat Adair,,16,USA,"Los Angeles, CA","6' 1""",160 lbs,Left,Left,Monrovia,-,Average,HS Junior,1,EX FB,80-83,SIDE,Normal,74,74,375,303,125,25,4,16,87,115,52,21,45,0.413,0.497,0.68,122.1,16.1,0.267,0.486,1.177,0.399,0,5.6,0,79,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1949,
30494,SP,22,Scotty Alexander,,20,USA,"Boston, MA","6' 2""",165 lbs,Left,Left,Alabama Gulf Coast,-,Good,CO Sophomore,3,NEU,89-91,4-Mar,Normal,62,62,319,288,121,34,4,1,74,94,11,16,39,0.42,0.439,0.576,74.1,10.4,0.156,0.423,1.015,0.432,0,3,0,15,9,85,85,46,18,0,0,0,641.2,502,23,180,166,233,821,2.33,0.283,1.15,10.5,0.3,7,3.3,11.5,3.5,0,0,0,0,2.28,0,26.3,25.7,Slot,-,Average,1949,
29164,SP,24,Vern Alexander,,16,USA,"Indianapolis, IN","6' 2""",165 lbs,Left,Left,Greencastle,-,Average,HS Junior,3,NEU,85-87,OTT,Normal,9,9,49,42,14,7,0,2,14,15,1,3,9,0.333,0.34,0.643,9.1,7,0.31,0.379,0.983,0.3,0,0.3,0,3,2,42,42,27,4,0,0,0,312,191,5,49,45,109,548,1.3,0.278,0.96,8.8,0.1,5.5,3.1,15.8,5,0,0,0,0,0.98,0,19.7,17.6,Slot,-,Average,1949,
29309,1B,19,Dave Allen,,17,USA,"Hoboken, NJ","6' 2""",185 lbs,Right,Left,Watertown,-,Average,HS Junior,1,FB,80-83,SIDE,Normal,67,67,345,295,140,36,4,11,90,114,34,16,51,0.475,0.538,0.736,122.3,19.4,0.261,0.532,1.274,0.478,0,6.5,0,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1949,
29172,3B,13,Parson Allen,,16,USA,"Staunton, VA","6' 1""",170 lbs,Right,Right,Chase City,-,Average,HS Junior,1,FB,83-85,4-Mar,Normal,74,74,373,317,165,38,3,17,109,137,39,19,58,0.521,0.572,0.82,155.6,25,0.3,0.573,1.392,0.517,0,8.3,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1949,
30393,C,10,Van Anderson,,20,USA,"Philadelphia, PA","5' 10""",180 lbs,Right,Right,Piedmont University,-,Good,CO Sophomore,1,NEU,85-87,4-Mar,Normal,206,206,1043,934,308,50,4,28,188,245,81,112,82,0.33,0.386,0.482,185.9,7.7,0.152,0.377,0.867,0.347,0,5.5,0,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1949,
28991,RF,33,Vern Armstrong,,20,USA,"Maumee, OH","5' 8""",170 lbs,Left,Left,Greensburg State,-,Fair,CO Sophomore,1,FB,84-86,4-Mar,Normal,106,106,532,475,154,19,1,26,114,136,45,45,46,0.324,0.391,0.533,106,8.7,0.208,0.397,0.923,0.315,0,3.8,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1949,
28814,SS,8,Clarence Arnold,,16,USA,"Chicago, IL","6' 0""",155 lbs,Right,Right,Beecher,-,Average,HS Junior,1,FB,84-86,4-Mar,Normal,24,24,122,101,46,13,1,4,31,41,16,8,18,0.455,0.545,0.723,42.6,19.2,0.267,0.534,1.268,0.472,0,2.3,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1949,
29346,SS,7,Ed Ashton,,16,USA,"Bayonne, NJ","6' 3""",180 lbs,Right,Right,Mamaroneck,-,Average,HS Junior,1,FB,85-87,4-Mar,Normal,74,74,376,322,166,40,4,11,100,137,44,18,55,0.516,0.566,0.767,148.1,23.3,0.252,0.556,1.333,0.52,0,7.8,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1949,
