ID,POS,#,Name,Nickname,Age,NAT,City,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
30795,C,14,Clarence Abbott,,16,USA,"Janesville, WI","5' 10""",160 lbs,Left,Right,Berwyn,-,Average,HS Sophomore,2,FB,84-86 Mph,Over the Top,Normal,21,21,108,87,38,13,1,1,22,28,13,6,15,0.437,0.519,0.644,31.5,15.8,0.207,0.488,1.163,0.451,0,1.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1944,
31181,CF,33,Rupert Abbott,,18,USA,"Spokane, WA","5' 9""",145 lbs,Left,Left,Opelika State,-,Great,CO Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,47,47,239,202,58,10,4,2,33,48,32,21,16,0.287,0.388,0.406,37.2,6.4,0.119,0.355,0.794,0.311,0,0.8,0,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1944,
30516,CF,34,Jim Abernathy,,16,USA,"Nanticoke, PA","5' 10""",160 lbs,Right,Right,Nanticoke,-,Average,HS Sophomore,1,EX FB,80-83 Mph,Normal (3/4),Normal,21,21,105,84,38,13,2,2,24,32,16,8,17,0.452,0.534,0.726,35,16,0.274,0.517,1.26,0.474,0,1.8,0,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1944,
30891,CF,26,Ed Adams,,16,USA,"Maud, OK","5' 11""",165 lbs,Left,Left,Chandler,-,Average,HS Sophomore,1,NEU,83-85 Mph,Normal (3/4),Normal,25,25,126,99,40,9,3,1,22,29,20,5,13,0.404,0.512,0.586,34.1,13.9,0.182,0.472,1.098,0.411,0,1.7,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1944,
30837,SS,12,Ned Adams,,15,USA,"Wadsworth, OH","5' 11""",155 lbs,Right,Right,Wadsworth,-,Average,HS Sophomore,1,FB,80-83 Mph,Over the Top,Normal,24,24,122,100,41,12,3,1,27,30,18,4,16,0.41,0.5,0.62,34.5,14.1,0.21,0.473,1.12,0.417,0,1.7,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1944,
30804,CF,3,Aanand Adani,,15,USA,"Butte, MT","6' 0""",160 lbs,Right,Right,Spokane,-,Average,HS Sophomore,1,FB,85-87 Mph,Normal (3/4),Normal,25,25,128,105,46,11,3,1,27,33,16,7,15,0.438,0.524,0.629,37.8,15,0.19,0.49,1.152,0.459,0,1.9,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1944,
30876,SP,23,Felix Allain,,16,USA,"Totowa, NJ","5' 11""",155 lbs,Switch,Right,Totowa,-,Average,HS Sophomore,3,NEU,83-85 Mph,Normal (3/4),Normal,9,9,49,45,17,4,0,1,15,13,1,5,5,0.378,0.404,0.533,9.8,8.5,0.156,0.391,0.938,0.41,0,0.3,0,2,1,15,15,8,3,0,0,0,115,99,4,31,29,35,113,2.27,0.26,1.17,10.7,0.3,7.7,2.7,8.8,3.2,0,0,0,0,2.68,0,3.7,4.6,Slot,-,Average,1944,
30618,SP,4,Bob Allen,,16,USA,"Sonora, CA","5' 9""",145 lbs,Left,Right,Sonora,-,Average,HS Sophomore,3,GB,85-87 Mph,Normal (3/4),GB'er,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,9,1,0,0,0,94,60,1,13,11,19,136,1.05,0.262,0.84,7.9,0.1,5.7,1.8,13,7.2,0,0,0,0,1.15,0,5.5,5.5,Slot,-,Average,1944,
30596,1B,30,Dick Allen,,16,USA,"Buffalo, NY","5' 11""",175 lbs,Left,Left,Peckham Technical,-,Average,HS Sophomore,1,EX FB,84-86 Mph,Normal (3/4),Normal,26,26,130,103,44,9,2,4,32,44,18,4,15,0.427,0.512,0.67,38.5,15.3,0.243,0.488,1.182,0.408,0,1.9,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1944,
30518,RF,13,Tommy Allenby,,16,USA,"New Market, AL","6' 1""",175 lbs,Left,Left,New Market,-,Average,HS Sophomore,1,FB,84-86 Mph,Normal (3/4),Normal,21,21,107,86,38,8,1,5,29,35,12,5,14,0.442,0.538,0.733,36.2,17.8,0.291,0.523,1.271,0.434,0,1.9,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1944,
30909,CF,32,Gil Altschuler,,16,USA,"Vandergrift, PA","6' 0""",165 lbs,Switch,Right,Lonaconing,-,Average,HS Sophomore,1,FB,84-86 Mph,Normal (3/4),Normal,22,22,110,91,41,8,2,2,25,35,13,5,12,0.451,0.537,0.648,37.1,17.3,0.198,0.504,1.185,0.464,0,1.8,0,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1944,
30530,CF,2,Leo Anderson,,16,USA,"Chester, PA","5' 10""",150 lbs,Right,Right,Chester,-,Average,HS Sophomore,1,EX FB,85-87 Mph,Over the Top,Normal,25,25,129,112,50,13,3,3,32,38,13,7,19,0.446,0.508,0.696,43.1,16.8,0.25,0.501,1.204,0.461,0,2.1,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1944,
30506,2B,23,George Anthony,,15,USA,"La Crosse, WI","5' 8""",140 lbs,Left,Right,La Crosse,-,Average,HS Sophomore,1,EX FB,85-87 Mph,Normal (3/4),Normal,21,21,107,89,46,12,2,3,26,40,11,6,17,0.517,0.567,0.798,44.4,22.6,0.281,0.555,1.365,0.524,0,2.2,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1944,
30854,SP,22,Jack Armstrong,,15,USA,"Mayfield, PA","6' 0""",155 lbs,Right,Right,Mayfield,-,Average,HS Sophomore,3,NEU,84-86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,9,2,0,0,0,112,83,3,23,21,36,140,1.69,0.248,1.06,9.6,0.2,6.7,2.9,11.2,3.9,0,0,0,0,2.04,0,4.8,5.4,Slot,-,Average,1944,
30512,LF,19,Jim Arnold,,16,USA,"Hartselle, AL","6' 0""",175 lbs,Left,Left,Hartselle,-,Average,HS Sophomore,1,NEU,84-86 Mph,Over the Top,Normal,23,23,117,93,40,10,2,3,29,35,16,6,15,0.43,0.53,0.677,36.8,17.1,0.247,0.512,1.207,0.43,0,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average,1944,
