ID,POS,#,Name,Nickname,Age,NAT,City,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
30269,SS,27,Adam Aban,,21,USA,"Brooklyn, NY","5' 10""",170 lbs,Switch,Right,Huntington State,-,Great,CO Junior,1,EX FB,83-85 Mph,Normal (3/4),Normal,106,106,531,459,122,14,2,8,67,100,58,47,24,0.266,0.353,0.357,73.5,5.6,0.092,0.321,0.71,0.279,0,0.2,0,76,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$800 ,Hard,Average,Career,
30795,C,14,Clarence Abbott,,18,USA,"Janesville, WI","5' 11""",170 lbs,Left,Right,Berwyn,Grange College,Average,HS Senior,2,FB,84-86 Mph,Over the Top,Normal,91,91,461,378,168,49,4,10,99,136,57,20,63,0.444,0.529,0.675,145.7,17.3,0.23,0.508,1.203,0.448,0,7.7,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,Career,
31181,CF,33,Rupert Abbott,,20,USA,"Spokane, WA","5' 9""",155 lbs,Left,Left,Opelika State,-,Great,CO Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,170,170,860,721,223,38,15,10,129,170,116,75,63,0.309,0.408,0.445,151,7.4,0.136,0.376,0.853,0.332,0,4.5,0,122,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$750 ,Easy,Average,Career,
30516,CF,34,Jim Abernathy,,18,USA,"Nanticoke, PA","5' 11""",165 lbs,Right,Right,Nanticoke,Tallmadge State,Average,HS Senior,1,EX FB,80-83 Mph,Normal (3/4),Normal,71,71,358,287,128,34,9,3,74,105,55,19,46,0.446,0.53,0.659,109.3,14.9,0.213,0.496,1.188,0.461,0,5.6,0,65,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$1k,Extremely Hard,Average,Career,
30891,CF,26,Ed Adams,,18,USA,"Maud, OK","6' 0""",175 lbs,Left,Left,Chandler,Red River State,Average,HS Senior,1,NEU,83-85 Mph,Normal (3/4),Normal,99,99,499,392,157,32,11,8,100,129,80,28,51,0.401,0.513,0.599,138.6,14.1,0.199,0.476,1.113,0.413,0,6.9,0,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,Career,
30837,SS,12,Ned Adams,,17,USA,"Wadsworth, OH","5' 11""",160 lbs,Right,Right,Wadsworth,Grange College,Average,HS Senior,1,FB,80-83 Mph,Over the Top,Normal,97,97,499,412,174,45,10,5,110,141,72,22,60,0.422,0.508,0.617,144.6,14.4,0.194,0.478,1.125,0.434,0,7.1,0,74,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,Career,
30804,CF,3,Aanand Adani,,17,USA,"Butte, MT","6' 0""",165 lbs,Right,Right,Spokane,Fremont State,Average,HS Senior,1,FB,85-87 Mph,Normal (3/4),Normal,96,96,489,419,174,41,6,3,99,138,42,29,50,0.415,0.481,0.563,122.7,11.7,0.148,0.45,1.045,0.436,0,5.7,0,68,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$1k,Extremely Hard,Average,Career,
30876,SP,23,Felix Allain,,18,USA,"Totowa, NJ","6' 0""",155 lbs,Switch,Right,Totowa,Redwood University,Average,HS Senior,3,NEU,84-86 Mph,Normal (3/4),Normal,62,62,318,295,113,26,6,8,84,95,5,23,40,0.383,0.396,0.593,68.7,8.9,0.21,0.407,0.989,0.392,0,2.5,0,27,12,53,53,31,8,0,0,0,410.2,340,12,106,97,129,449,2.13,0.264,1.14,10.4,0.3,7.5,2.8,9.8,3.5,0,0,0,0,2.38,0,15.4,17,$2k,Extremely Hard,Average,Career,
30618,SP,4,Bob Allen,,18,USA,"Sonora, CA","5' 9""",145 lbs,Left,Right,Sonora,CC Los Angeles,Average,HS Senior,4,EX GB,86-88 Mph,Normal (3/4),GB'er,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,28,3,0,0,0,304.1,183,3,39,31,58,506,0.92,0.275,0.79,7.4,0.1,5.4,1.7,15,8.7,0,0,0,0,0.79,0,20.3,18.5,$27k,Extremely Hard,Average,Career,
30596,1B,30,Dick Allen,,18,USA,"Buffalo, NY","5' 11""",180 lbs,Left,Left,Peckham Technical,Central Ohio,Average,HS Senior,1,EX FB,84-86 Mph,Normal (3/4),Normal,74,74,372,299,131,25,3,9,91,127,51,15,37,0.438,0.523,0.632,108.5,15.8,0.194,0.487,1.155,0.434,0,5.5,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,Career,
